¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Æ(380.67, 14.65, 268.62) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30103
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50073
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20793
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05865
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12252
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24611
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50665
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91018
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.97957
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40446
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462676
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882503
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355221
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877794
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46387
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15599
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99277
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00248
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22741
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46403
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86113
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.15856
ª(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.33585
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44376
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859159
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325575
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844607
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42646
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1035
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93189
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90461
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20692
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42068
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81118
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.32901
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.26636
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424551
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832811
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295528
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811035
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38863
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05052
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87049
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82398
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16831
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37662
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76046
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32522
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.18822
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40497
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807661
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265168
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777065
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35039
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99702
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80852
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75149
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12907
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33187
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70893
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26301
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.10277
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383657
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.782613
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234455
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742712
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3118
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95318
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74608
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66934
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08923
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28647
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65669
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18287
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01689
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9807
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360688
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.757282
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20339
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.70804
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27275
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90906
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68316
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5843
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04884
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2404
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60366
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09806
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.04636
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.8703
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337462
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731738
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.172027
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672958
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23341
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86448
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61978
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49933
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00783
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19365
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53333
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01303
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.18293
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.76534
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313997
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705866
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140326
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63757
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19367
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81957
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55605
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41435
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40173
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14632
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45925
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92774
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36323
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.6563
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290306
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679745
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.109038
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601915
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15359
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77425
¨(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49068
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32948
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30256
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09837
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38501
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84224
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52761
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.5435
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266397
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653419
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079941
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565936
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1132
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72864
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42562
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24474
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2036
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04747
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31057
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75653
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42795
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43061
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2422
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626873
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050527
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529656
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07253
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68273
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37337
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16141
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10494
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98201
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23594
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67069
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32817
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.31766
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21787
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60006
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020927
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493149
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03156
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63647
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32076
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1011
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00662
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91639
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1611
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58468
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22823
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.20586
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193286
°(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.573057
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.991074
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456356
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.990366
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58996
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26793
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04054
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.929
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86566
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08618
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49855
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12833
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32711
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168571
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545851
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961012
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420156
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94891
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54319
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21483
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97973
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85867
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87904
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02579
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41231
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02829
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.51028
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143617
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518427
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930798
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386537
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.907177
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49624
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16146
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91866
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78811
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80068
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96819
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3403
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92828
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72616
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121687
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490803
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900294
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352793
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.865274
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44899
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10793
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85744
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71744
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72376
¸(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91033
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27403
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.84199
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71221
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101059
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468018
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87114
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318808
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823153
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40163
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05421
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.796
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64656
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6465
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.8522
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20753
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76508
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60637
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080303
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445171
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846009
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288218
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780883
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35404
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00026
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73444
(380.66, 14.63, 268.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57559
