¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(365.22, 9.90, 323.00) (326.42, 1.99, 304.25) (6.00, 2.95, 8.43) Truck 22.9857
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94377
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20266
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47491
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76156
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06369
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37952
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65635
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94707
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25256
Ñ(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56949
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90314
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25472
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62568
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0176
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75071
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950348
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.154676
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372515
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605207
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.854278
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174992
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517075
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890425
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.299456
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04924
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37064
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71487
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0544
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38729
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70927
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95621
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21569
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48855
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77586
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07871
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39826
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69931
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99193
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29669
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61564
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95148
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30539
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67889
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07351
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.957058
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.161817
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380131
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613343
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.863075
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204885
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.549643
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926036
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338552
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09704
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42169
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76959
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12574
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4632
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72238
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96992
Í(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23004
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5036
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79159
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09526
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41567
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74425
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03769
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34296
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66408
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00216
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35853
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73467
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13216
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.963918
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.169119
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387918
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621663
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902896
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.235022
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.582487
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961963
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378012
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14586
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47383
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82539
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19879
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50027
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73672
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98494
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2457
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80884
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11329
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43597
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78702
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1256
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45301
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7982
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16259
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54778
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95548
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49998
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970929
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.176583
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.395876
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630169
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942991
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.265405
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.615612
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.998212
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.419191
Ô(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.805898
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5271
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88248
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26442
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52352
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76938
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02779
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2997
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58609
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88813
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.207
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54417
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99278
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34578
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6838
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04043
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41718
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81567
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36148
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978091
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.184207
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404008
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642762
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971877
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296032
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649012
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034774
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441232
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829862
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58148
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94076
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31118
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60314
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85265
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11494
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39102
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68192
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98879
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31289
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69451
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22159
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57479
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92406
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29278
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68257
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22938
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985405
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.191993
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.412313
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.679854
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00027
Ç(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3269
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682689
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.071651
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.463603
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854188
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.637
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0003
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3515
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.685
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93825
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2046
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.485
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78057
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09247
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42199
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91474
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45954
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81311
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17429
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55582
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1031
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18643
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992867
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199939
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420789
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717171
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028876
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358009
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716638
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114077
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.486306
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878881
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69366
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05497
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3929
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75395
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02631
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29684
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58173
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88213
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19925
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62364
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14363
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70717
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06129
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43504
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98205
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04653
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000481
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208045
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433602
¾(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752367
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057692
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389358
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75086
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.146291
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.509339
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.903939
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33431
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09489
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43542
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7993
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11684
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39173
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68132
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98675
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34708
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.844
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38159
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95361
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31985
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8656
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91221
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.008245
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.216314
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468144
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779124
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086714
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420939
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.785351
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.167836
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.532705
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929365
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36208
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13585
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47901
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84585
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21001
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48938
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78375
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09439
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55943
(364.47, 9.92, 322.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07297
