¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(337.86, 7.02, 315.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27458
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148175
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392827
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950019
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599403
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112401
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535778
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22051
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40139
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33493
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36712
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54117
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89499
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42301
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22791
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.69872
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.71035
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.50707
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.4872
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35033
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.33613
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.32469
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.31599
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.31003
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.30681
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.30632
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118911
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.265092
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419397
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582534
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755168
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939753
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148524
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437034
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001315
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659665
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.094892
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477758
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15371
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35516
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3523
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38731
¶(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57772
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93824
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47456
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.73502
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.69284
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.66595
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.55572
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.53579
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.39855
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.38431
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.37282
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.36409
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35811
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35488
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.35438
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107933
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253514
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.407209
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56964
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752661
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949196
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158588
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481206
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052594
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.719932
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.077975
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.420193
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08751
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29643
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3696
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40743
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61435
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98166
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52651
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.77708
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.72865
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.70175
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.60742
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.58742
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.44979
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.4355
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.42397
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.41521
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.40921
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.40595
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.40544
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097234
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242239
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402076
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57654
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761857
²(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958953
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168964
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525279
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103877
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.776441
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06157
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36731
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02191
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22172
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36204
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42992
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65113
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02524
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5789
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.83485
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.78625
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.75869
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.66219
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.64213
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.50408
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.48974
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47817
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.46938
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.46334
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.46007
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.45955
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089652
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245472
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410481
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585491
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771306
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968988
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19679
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569282
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.155091
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761597
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045724
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350336
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956882
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.03977
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01607
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.993974
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0237
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.08273
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.144
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.20753
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.27343
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.34172
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.4125
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.48582
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.56177
¸(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.64044
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7219
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80623
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89354
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98392
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.51675
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09739
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253663
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419165
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594663
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781034
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979367
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23028
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613153
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206221
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747314
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030428
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.333939
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892461
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04617
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02245
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.00034
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.979809
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.960845
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.943438
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.927567
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.913226
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.900402
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.889084
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.879267
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.870939
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.864098
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.858735
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.854849
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.852438
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.851495
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.852024
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105376
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262108
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.428074
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604115
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79108
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.990039
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264112
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656917
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257239
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733504
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015688
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318151
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828608
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.11693
È(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.09305
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.07078
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0501
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.031
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01347
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.99749
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.983047
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.970132
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.958735
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.948847
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.940461
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.93357
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.928169
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.924255
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.921825
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.874436
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.874966
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113588
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270784
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437259
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613834
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801412
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001001
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298277
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700539
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308158
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720207
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001477
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302904
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765359
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.12642
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.10251
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.08022
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.05952
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04041
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02286
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.00686
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.992401
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.979473
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.968063
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.958166
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.94977
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.942873
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.937467
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.933548
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.931115
(337.46, 7.03, 315.97) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.88368
(337.46, 7.03, 315.97) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.70737
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12201
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.279705
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446705
º(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62386
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.812035
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029149
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332737
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744015
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.358925
(337.46, 7.03, 315.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707417
