¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ô(337.06, 7.09, 320.00) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.234955
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004575
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371407
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770916
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20761
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67698
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15038
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6517
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1193
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.68272
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.86292
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.37408
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.14241
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.41199
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36203
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93242
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53748
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99673
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30323
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62158
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9524
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.35574
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094089
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182408
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274273
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369885
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.100115
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337469
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355352
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75341
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1884
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65362
˜(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12481
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57938
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.69996
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.96692
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.29862
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.65118
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.38386
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.29011
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11149
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.668
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25802
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8057
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10686
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41968
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81987
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33565
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009377
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094868
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183762
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27625
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372493
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700622
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302529
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736006
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16938
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63058
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08794
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50852
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96408
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.41046
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 12.76868
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.15022
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.63474
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.57701
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97886
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45247
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98782
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59873
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.91689
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31356
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80387
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31895
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927485
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010256
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096306
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18581
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278914
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794606
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9052
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266156
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1505
˜(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60792
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02358
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43901
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88877
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37732
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.27725
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 13.69147
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.13455
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.8761
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.00808
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33922
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83257
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3527
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.83467
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30132
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.79109
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30558
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848202
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928436
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.011788
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098424
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188575
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282399
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.325535
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870942
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.228622
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58018
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96044
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37084
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81504
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2972
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.18702
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.28041
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 14.76439
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.28469
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.37058
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22958
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.71766
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.24812
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.76874
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27555
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78149
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2956
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.77147
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.849236
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.930071
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.01403
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101343
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192142
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492215
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511864
˜(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.835746
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190136
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89855
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30404
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74273
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2187
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.67266
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.11583
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 15.45432
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.02673
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.7503
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12348
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.60889
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16287
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68046
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18319
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.71238
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.26995
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697168
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772617
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850976
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932374
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017001
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104972
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196576
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960742
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478788
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.799799
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150887
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23856
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67189
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14184
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.27606
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.04592
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.24849
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 16.846
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.53284
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02091
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.53104
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08088
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59569
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09457
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61958
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62524
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69843
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774464
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.853432
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.935497
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020767
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109499
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201796
’(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153045
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445116
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763284
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.111113
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60248
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06657
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.93746
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.93116
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.00718
(337.13, 7.09, 320.39) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 17.9159
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47175
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.93985
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45622
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00212
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5144
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00961
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60077
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555499
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626586
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700379
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.777048
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.856659
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939394
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025413
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114866
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609699
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1215
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411103
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726432
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.071043
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99285
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.60617
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 15.66019
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.00358
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.62492
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38566
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87152
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3844
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92649
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43656
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95101
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64373
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.487933
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.557025
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62867
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70308
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.780375
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860688
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944154
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.03092
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121207
—(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824996
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089667
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.376788
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689341
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030845
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.13511
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 16.4666
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 13.22746
(337.13, 7.09, 320.39) (353.66, 0.49, 340.27) (6.54, 1.16, 1.19) Tools 14.0761
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18158
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77295
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31556
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85402
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36209
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99449
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68991
(337.13, 7.09, 320.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422449
