¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ (379.83, 15.75, 278.25) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 9.767699
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93669
Ò(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45793
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03016
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67454
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37184
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.15258
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69274
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67548
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79203
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07189
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.53473
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126497
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454965
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.793633
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164426
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555193
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962646
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43304
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94637
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46579
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0403
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.68368
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38205
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16404
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69884
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68204
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79954
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08057
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55078
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13821
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467697
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801612
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.178377
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.561578
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.974907
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45156
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95351
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47365
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05457
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69287
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.39231
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17229
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70483
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68887
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80728
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08942
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56765
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94429
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.149785
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480286
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.814278
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.192206
Ê(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567925
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.991625
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46998
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96067
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48152
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06883
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7021
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40261
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17759
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71096
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69582
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81522
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09857
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.58447
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96445
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161224
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487019
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.826823
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.198585
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.574234
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00826
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4883
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96783
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49154
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08123
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.71136
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41298
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18299
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71726
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70297
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82337
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10795
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59539
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99037
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.172522
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.491427
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.83925
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.20435
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58666
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02479
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49959
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.975
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50438
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08961
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72067
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42423
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18849
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04327
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71033
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83175
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11762
À(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60665
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02654
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183676
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.501658
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85155
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210078
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.601639
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04123
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50613
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98218
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51719
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09802
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43252
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19409
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.04958
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71783
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84033
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1275
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61816
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06374
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19468
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.512842
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.863725
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.215767
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.616521
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05757
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51268
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99161
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52999
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10646
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.73943
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43761
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19978
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.05668
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72555
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84915
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13765
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62997
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10197
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.205538
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.523904
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87363
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227369
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631308
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07381
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51924
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.00319
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54277
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11493
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7496
Í(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44278
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20557
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06232
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73344
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85815
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14803
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64209
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14123
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.210128
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.534842
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.878802
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240794
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.645994
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08909
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5258
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01474
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55046
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12343
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7598
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44804
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21147
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06809
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74153
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86737
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15865
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65443
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16933
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.220088
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.545652
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.883935
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.254124
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.660574
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0951
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53429
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02626
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55817
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13198
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.76907
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45339
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22384
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07401
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74981
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87682
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16955
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66712
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19383
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22993
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.556334
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893902
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267355
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.675049
¼(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1011
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54475
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03776
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5659
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1412
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77395
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45882
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23322
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08005
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75827
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88646
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18063
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21968
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.239646
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566885
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90594
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.28048
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689411
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10711
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55518
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04923
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57366
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15044
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7789
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46434
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23872
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08624
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.04418
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89635
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19205
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69327
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26086
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249241
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.575907
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917885
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2935
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.703661
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11437
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56559
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05894
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58144
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15971
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78394
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47505
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24434
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09257
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05261
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9064
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20364
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70399
»(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.30293
(379.83, 15.75, 278.25) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.325457
