¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(425.28, 9.62, 363.05) (437.56, 9.13, 322.03) (3.51, 3.07, 8.33) Truck 24.97254
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55045
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01107
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49172
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04398
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75245
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69737
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61364
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92048
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9341
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466829
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70908
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967894
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.238934
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.537637
ƒ(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.86016
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.209429
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550141
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908915
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29353
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69781
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1057
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53678
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99771
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47722
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03691
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73683
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6454
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62839
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93678
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97135
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458571
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700269
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959257
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.22657
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522675
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843988
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191906
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.535418
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.893026
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27452
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68038
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08685
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52377
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98413
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46564
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03059
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72164
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6019
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64363
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9535
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00882
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.450429
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691538
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950025
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217485
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507892
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.827999
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17458
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521008
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877441
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25597
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66348
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06859
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50751
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97066
€(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46051
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.025
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70702
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58531
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65946
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9707
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00123
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.442352
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682899
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940745
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208477
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494369
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812201
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157449
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506925
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862247
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23779
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64386
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0509
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48832
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95789
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45607
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0201
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6929
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56932
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67575
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98842
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9402
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.43436
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674335
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931572
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199652
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484895
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796532
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140441
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.49316
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84656
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22003
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62459
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03375
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46975
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94351
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45226
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01596
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67927
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55704
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69261
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02631
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97769
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30168
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426476
ƒ(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665883
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9225
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190979
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475534
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781961
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.123674
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479702
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830523
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20269
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6058
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01718
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45181
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92399
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44909
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0125
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66616
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54656
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71002
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06448
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52721
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23032
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41862
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657522
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913502
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182438
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466359
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772053
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107076
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466562
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814817
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18576
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58745
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00117
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43444
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90512
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44663
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00978
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65354
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53658
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69023
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10303
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18584
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.165
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410898
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649223
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904647
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174019
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457348
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762315
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091581
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453715
‚(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799535
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16921
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5695
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98569
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41772
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88914
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43169
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00776
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64146
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52705
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66968
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14181
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91518
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21325
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403251
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.641068
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895884
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165774
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44849
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752791
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081243
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441174
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784585
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15308
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55204
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9708
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40156
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87565
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41694
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00645
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62984
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51804
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64947
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18094
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01769
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3727
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395695
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632986
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887231
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157669
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439763
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743405
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.071109
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4258
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770029
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13734
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.535
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95644
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38601
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86276
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40279
„(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99641
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62414
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50952
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62955
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22038
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11869
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388249
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.625003
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878653
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149748
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431221
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.734185
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061154
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41409
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75581
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12201
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51842
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94263
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37104
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85041
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38928
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98153
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62429
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50145
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60991
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25116
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21815
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.380852
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617112
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870194
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141892
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422806
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72513
(425.24, 9.60, 363.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051396
