¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ (359.23, 7.20, 351.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.328266
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697128
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.951235
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.226508
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.525649
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.851848
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.208888
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.600265
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.056593
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.581259
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.18526
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40787
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36146
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43384
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69593
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20271
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.01411
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20208
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28879
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.8908
« (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.597444
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.787298
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.991407
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.211403
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.690268
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.943817
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.218462
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.516895
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.842288
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.198407
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.588678
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.043193
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.566226
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1671
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40244
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35596
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42741
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68829
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19352
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0038
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09188
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08694
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72987
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.590044
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.779354
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.982858
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.202837
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.68349
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.936489
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.210515
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.508249
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.832847
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.188059
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.577192
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.029865
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.551275
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14901
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39687
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35043
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4209
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68066
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18429
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91323
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01062
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93972
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65523
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.582685
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.771454
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.974358
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.194617
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.676797
¨ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.929255
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.202669
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.499712
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.823528
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.177844
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.565805
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.016612
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.536409
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13099
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39118
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34486
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41442
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67292
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13539
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87619
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96912
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80011
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.58713
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.575366
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.763596
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.965902
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.186418
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.670188
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.922111
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.194923
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.491288
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.81433
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.167765
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.554523
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.003433
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.52163
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11305
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38537
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33927
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4006
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65331
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0522
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83096
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92929
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66191
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52229
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.568086
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.755784
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.957496
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.430836
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.663666
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.91506
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.18728
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.482974
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.805256
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.15782
™ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.543342
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.990331
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.506941
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54067
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37744
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32013
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37285
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63292
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96984
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73883
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89105
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52518
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45967
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.560847
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.748015
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.949293
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.424864
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.657228
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.908103
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.179737
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.474771
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.796301
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.148011
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.532267
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.977928
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.49234
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52856
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35492
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29642
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34522
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61257
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90056
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64741
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85444
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38987
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39922
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.553651
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.740293
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.941792
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.418972
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.650878
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.901238
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.172298
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.466679
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.787473
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.138337
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.521295
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.96575
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.477835
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50896
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33237
„ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27283
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31769
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59227
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.84297
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55672
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81944
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25595
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.34095
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.546498
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.732619
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.934324
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.413159
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.644616
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.89447
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.16496
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.458702
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.778766
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.1288
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.510427
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.953689
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.463418
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48939
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30984
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2493
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29028
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57202
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78635
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46671
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78607
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1235
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27351
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.53939
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.724993
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.926893
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.407429
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.638438
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.887795
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.157728
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.450838
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.770186
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.119402
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.499977
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.94175
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.449102
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46977
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28729
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22588
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26916
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55178
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73076
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37744
‘ (359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75424
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15747
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20371
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.532325
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.717414
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.187591
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.401778
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.632349
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.881217
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.150598
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.443085
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.761729
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.110141
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.489799
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.92993
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.434879
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45015
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26469
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20253
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24925
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53158
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67613
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2889
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71766
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2476
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13621
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.525306
(359.51, 7.17, 351.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.710051
