¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(321.75, 7.29, 367.72) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.84946
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.50868
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.50063
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.49504
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.49192
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.49127
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.44903
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.775797
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009369
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260715
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531937
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825398
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143955
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.490852
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870014
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.254448
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.657054
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07496
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44356
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84179
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27314
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72926
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22578
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.74943
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.72539
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.70333
(321.90, 7.38, 368.06) (347.00, 0.43, 382.73) (0.61, 0.87, 0.61) Tools 12.68324
(321.90, 7.38, 368.06) (348.08, 0.43, 383.34) (0.61, 0.87, 0.61) Tools 13.78899
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.48456
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.46664
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.45122
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.43827
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.4278
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.41979
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.41423
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.41113
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.41048
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.36845
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776217
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.009817
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26118
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532431
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825954
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14455
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491503
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870713
µ(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247155
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649036
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08907
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47919
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88032
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31149
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7709
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27109
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8177
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.14746
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.12521
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.10499
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.63776
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.40661
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.38878
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.37344
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.36056
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.35013
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.34216
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.33664
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.33355
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.3329
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.29108
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776649
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010254
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261667
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532987
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826527
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145202
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492165
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871465
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24001
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64126
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08053
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5156
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91968
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35076
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81353
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31753
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8224
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.74397
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.18305
(321.90, 7.38, 368.06) (347.66, 0.43, 382.71) (0.86, 0.87, 0.86) Tools 13.16235
(321.90, 7.38, 368.06) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.67439
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.33183
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.31409
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.29881
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.28599
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.27562
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.26769
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.26219
­(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.25912
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.25848
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21685
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777077
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010714
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262182
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533522
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827131
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145819
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.492877
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865667
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232986
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633649
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07217
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55277
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95986
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39093
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85145
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30692
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.30645
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.38117
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.58328
(321.90, 7.38, 368.06) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.6354
(321.90, 7.38, 368.06) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.64349
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.26015
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.24248
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.22727
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.21451
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.20419
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19629
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19082
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.18777
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.18713
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.14568
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777508
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011188
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262693
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534054
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827727
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146442
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493574
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859407
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226204
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626192
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.064
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54521
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9995
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41376
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83381
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.1092
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.08483
À(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.06236
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.2303
(321.90, 7.38, 368.06) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.70051
(321.90, 7.38, 368.06) (348.27, 0.43, 382.73) (0.86, 0.87, 0.86) Tools 13.68126
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.19149
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.1739
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.15876
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.14605
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.13578
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12792
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12247
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.11943
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.1188
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07753
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.777956
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011675
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263206
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534614
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828331
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147105
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494288
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.85329
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219599
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618973
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05608
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53647
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00958
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39814
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81697
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.16281
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.13833
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.11576
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.16815
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.16821
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.14578
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.12581
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.1083
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.09322
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.08056
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.07033
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0625
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05708
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05406
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.05343
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.01233
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778399
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012168
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263747
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535178
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.828917
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.147773
·(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495029
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847366
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213124
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611898
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04834
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53839
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99315
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38329
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.801
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.21873
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.19414
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.17146
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.1704
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.04606
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.0238
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.00398
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.9866
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.97164
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.95909
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.94893
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.94116
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.93579
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.93278
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.93216
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 15.93392
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778862
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012636
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264252
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535746
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82956
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148456
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495748
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841586
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206836
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605066
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04792
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55005
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97667
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36868
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78579
(321.90, 7.38, 368.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23597
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.2523
(321.90, 7.38, 368.06) (347.20, 0.46, 381.79) (1.02, 0.61, 1.06) Tools 12.22951
(321.90, 7.38, 368.06) (348.28, 0.34, 381.89) (0.87, 0.61, 0.61) Tools 13.21525
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.63695
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.61685
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.59897
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.58331
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.56986
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.55861
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.54954
±(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.54266
(321.90, 7.38, 368.06) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 14.53795
(321.90, 7.38, 368.06) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 16.50829
