¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(332.28, 7.38, 364.64) (337.69, 1.16, 384.09) (0.81, 2.16, 0.81) Human 7.538774
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.410229
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676854
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967707
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279756
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616732
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011397
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.461946
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.956159
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.4453
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940616
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.503
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09924
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71624
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67443
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92918
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69243
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34588
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.75087
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.72907
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.71011
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.69397
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.68066
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.67014
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.66242
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.65749
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.230236
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.394013
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567638
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.7537
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953547
¶(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168733
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.413348
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68025
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971416
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281515
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618663
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.016935
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468137
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957827
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.439891
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934611
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50958
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09283
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70909
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7279
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06987
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89234
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5479
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.58227
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.56073
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.54201
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.52609
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.51296
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.5026
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.49502
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.4902
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231705
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395118
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.56882
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754968
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.95491
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170781
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416539
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.683722
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975211
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283397
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62073
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.022537
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.474403
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959646
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.434851
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929019
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51644
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08705
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70264
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.78183
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12889
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09888
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74489
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.4194
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.39812
Ç(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.37962
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.3639
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.35095
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.34075
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.3333
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.32858
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.233241
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3963
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570086
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756324
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.956367
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.173786
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.4198
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.687273
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977491
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285402
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622931
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028204
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480744
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961617
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.430183
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923839
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52359
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08191
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69691
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83619
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17824
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31237
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87004
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.26207
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.24103
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.22276
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.20724
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.19445
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.1844
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17707
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.17246
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.234845
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.397561
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571434
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757771
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.957922
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176856
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423131
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.690901
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979437
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287529
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.627746
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033936
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487157
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.963738
Û(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.425886
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.919068
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52579
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07741
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71064
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.891
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22877
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53302
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99646
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.11009
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.08929
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.07122
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.05589
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.04328
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.03337
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02616
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 18.02164
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.236222
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.398899
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.572865
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759305
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.959573
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.17999
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426532
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694604
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981494
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289778
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.632955
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039731
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.490453
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966013
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.421958
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914709
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5223
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07353
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7378
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94624
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29237
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15754
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1242
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.96329
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.94271
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.92485
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.9097
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.89724
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.88746
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.88037
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.87595
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.237547
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.400314
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57438
­(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76093
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.961319
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.183188
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.430003
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698384
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983663
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.29215
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63822
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045587
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.492622
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968436
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.418401
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91076
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51938
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07029
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76541
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99642
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35641
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23006
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19545
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.82149
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.80113
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.78346
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.76848
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.75618
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.74654
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.73955
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.73522
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.238946
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.401808
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.575978
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.762644
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.963161
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18645
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.433544
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702239
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.985941
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294643
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643541
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.051509
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494925
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.971013
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415211
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912491
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51703
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06768
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79571
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02194
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42056
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3043
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21225
Ö(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.68453
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.66438
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.64691
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.63209
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.61993
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.61042
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.60354
(331.71, 7.60, 366.19) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 17.59929
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.240418
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.40338
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.57766
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.764447
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.965099
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189776
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437152
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.705463
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988333
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297258
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648917
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057489
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.497364
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.968475
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41239
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.920042
(331.71, 7.60, 366.19) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51524
