¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(335.92, 6.99, 316.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193966
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.705069
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.700133
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.111317
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.266382
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43199
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.609255
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795527
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98977
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.198418
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423111
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.6459
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.621192
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.576616
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.575246
È(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.553972
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.533807
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.514736
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.497452
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.078918
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.066986
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.453206
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.440506
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.428813
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.418119
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.410112
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.403352
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.036572
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.032016
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.094953
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.763793
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.755877
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.74943
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.744442
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.11462
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.269917
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435774
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613263
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801629
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.996294
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20543
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4307
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673951
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937408
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223634
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535652
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863365
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.401445
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.570782
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967579
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.96588
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.004688
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.976583
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.960886
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.314073
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.889412
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.872418
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.9298
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.941413
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.038973
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.819622
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.283847
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.802174
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.795665
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.790623
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.117981
¦(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27351
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439631
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.617404
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80788
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.003006
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212644
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438453
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682334
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946507
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233517
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546453
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873714
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219569
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.586563
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973631
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.85783
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.013384
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956811
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.018517
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.217726
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.835627
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.828624
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.890662
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.891547
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.96401
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.955713
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.16084
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.850373
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.8438
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.838701
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121493
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277232
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443612
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.621646
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812628
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0099
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220041
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446407
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.69094
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.256816
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243658
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557528
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884413
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234484
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.602873
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.766624
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.754468
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612312
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965191
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.078183
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.740466
Ú(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.753438
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.842351
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.956224
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.942068
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.929431
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.014535
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.05347
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.900551
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.893911
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.888754
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.125035
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28103
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44767
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.626019
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.811281
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.788953
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.767655
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.747366
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.728073
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.709759
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.692407
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.676005
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.66054
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.645999
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.632372
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.619646
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.607814
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.596864
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.58679
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.577583
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.569237
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.561742
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.555098
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.549297
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.544333
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.540206
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.536911
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.534443
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.532804
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.531992
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.944461
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.128699
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284917
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451814
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630448
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.756643
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.730597
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.705634
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.68173
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.658868
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.637027
å(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.616189
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.596337
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.577454
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.559525
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.542536
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.526473
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.513829
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.503077
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.493184
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.484143
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.475949
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.468594
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.462073
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.456381
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.451514
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.447467
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.44424
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.441827
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.440228
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.439442
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.439467
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.132464
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288901
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456068
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.635026
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.810194
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.783861
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.758621
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.734452
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.711335
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.689248
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.668175
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.648097
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.628999
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.610863
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.593677
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.577425
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.562095
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.547675
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.534154
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.52152
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.509765
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.498877
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.488852
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.479678
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.471351
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.463864
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.45721
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.451385
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.446384
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.442205
²(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.438843
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.136247
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292993
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460446
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.639685
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.832001
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038857
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2514
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480216
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727492
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995441
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286768
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.600346
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930647
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.292272
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672899
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.665658
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.6885
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702619
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15231
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.338671
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.23283
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.21346
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.19569
(335.62, 7.38, 317.80) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.1795
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.522743
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.515146
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.50839
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.502472
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.497386
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.493128
(335.62, 7.38, 317.80) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.489696
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.140177
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297169
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464902
(335.62, 7.38, 317.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644497
