¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.26, 7.03, 315.40) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.971958
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798435
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179236
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600485
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068905
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594322
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20767
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90621
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52894
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48085
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.44859
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.42383
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.44334
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.63617
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.98656
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 18.68686
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.84124
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.099562
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.408481
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751419
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134261
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452818
Å(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7987
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179528
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60081
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069267
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593212
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20535
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90356
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52959
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4816
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.17259
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.14819
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.20674
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.39283
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.80362
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.22396
(338.26, 7.03, 315.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 19.25432
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.087924
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395578
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.737038
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118139
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452934
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798829
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179669
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600965
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069442
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.59341
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20273
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90056
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52989
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48196
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.90895
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.88491
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.97944
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.15918
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.62621
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 17.06705
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.075983
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382343
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722294
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101617
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452928
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79882
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179662
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600957
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069431
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593398
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19981
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6796
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52708
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48196
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.65694
÷(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.63323
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.76096
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.93469
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.45414
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.91452
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063748
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368787
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707194
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084699
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452799
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798677
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179503
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600781
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069237
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.593178
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19659
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66963
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51552
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.44132
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.41585
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.39247
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.55085
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.71889
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.2872
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.76625
(338.26, 7.03, 315.40) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.69034
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.96484
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.95329
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051225
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354914
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691743
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.067393
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452542
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798398
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.179194
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600438
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068854
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592748
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19307
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6593
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5036
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.21017
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.18505
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.19183
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.34868
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.55898
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.21584
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.62211
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.03378
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.88307
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.87156
ö(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.93594
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.10491
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038418
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.34073
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675951
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.049709
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.452164
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797981
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178736
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599929
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068286
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.592112
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18926
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64863
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49132
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.98873
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.96395
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.00209
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.15406
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.41426
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.04686
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.48196
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.95
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.80458
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.79309
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.85917
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.03059
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025335
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32624
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.659825
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.031656
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448642
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797431
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.178126
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.599254
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067532
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591267
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90439
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63771
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4787
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.77646
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.75201
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.81927
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.96661
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.27364
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.88344
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 16.3457
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.86975
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.72929
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.71782
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.78545
ù(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.959
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.013266
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311456
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643373
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013245
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427906
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.796744
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.177369
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598413
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066595
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.590215
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89454
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62643
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46961
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.57284
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.54871
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.64306
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.786
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.13697
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.72536
(338.26, 7.03, 315.40) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.60166
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.79296
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.65714
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.6457
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.71473
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.8901
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007265
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29638
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626602
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.994485
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.406782
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795922
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176462
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.597407
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065473
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.588953
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88439
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61482
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.4032
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.37743
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.35361
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.47314
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.6119
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 13.00412
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.57242
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.19121
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.71955
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.58808
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.57665
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.64694
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.82383
ı(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.001254
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.281022
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609522
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975379
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385281
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.794966
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.175406
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.596233
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.064164
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.587486
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88241
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60296
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.21522
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.18978
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.17911
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.30922
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.44401
(338.26, 7.03, 315.40) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 12.87496
(338.26, 7.03, 315.40) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 15.42444
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 17.09885
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.64945
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.52203
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.51062
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.58204
(338.26, 7.03, 315.40) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 16.76014
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.99523
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265386
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592138
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955943
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36341
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.793873
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174198
(338.26, 7.03, 315.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594897
