¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Í(334.41, 7.03, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440519
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60398
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70931
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81846
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93145
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540297
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798586
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079217
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.373775
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689738
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011161
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361885
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775864
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.171756
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542397
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945817
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67917
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96572
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26864
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5892
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88325
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.024
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13181
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25317
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37877
‡(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50882
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64349
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78295
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92736
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07699
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23202
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39266
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49419
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59797
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70544
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81673
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546158
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804953
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086155
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379478
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679595
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000106
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349815
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.76755
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179434
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550721
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954874
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66133
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94701
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24886
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52627
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79908
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95086
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04464
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1467
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27015
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39794
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53026
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66727
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80916
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95616
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10842
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26621
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38823
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49044
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59634
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70596
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551908
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811197
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091812
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375523
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669479
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989089
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337769
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759017
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18732
‡(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559321
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35811
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64451
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92929
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19185
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44808
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71725
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88022
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97288
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06882
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16823
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29061
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42067
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5554
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69484
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83931
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98893
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14399
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28584
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38659
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49097
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59904
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.557565
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817344
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095677
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366237
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659387
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978093
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325729
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750302
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195473
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568134
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02507
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62871
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87796
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11911
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37206
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63777
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81204
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9036
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99841
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09661
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19827
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3147
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44714
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58429
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72634
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87344
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02592
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18388
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28633
ˆ(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38923
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49582
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563134
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823361
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087101
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356926
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649302
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967102
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313747
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.741359
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.203892
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.577286
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34551
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58296
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81021
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04834
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29822
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56054
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74623
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83675
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93048
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02753
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12806
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23212
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34246
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47737
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61708
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76182
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91176
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06709
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18957
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29107
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39622
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568573
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829278
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079802
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347626
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639205
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956146
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301777
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732226
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.21253
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586673
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30775
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51975
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7443
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97963
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22644
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48555
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68282
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77229
†(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86496
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96096
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06035
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16324
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26978
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38007
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51147
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6539
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80141
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95426
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09619
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19635
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30013
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573915
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835068
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077846
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338373
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629148
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945172
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289786
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.722876
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.217093
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596365
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26255
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45827
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68024
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91283
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15671
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4127
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62167
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71019
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80186
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89679
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99509
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09691
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2023
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3114
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42437
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54958
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69478
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84523
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00115
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10496
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20742
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579135
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.840735
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076018
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329125
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.619114
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934256
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277866
‚(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.713289
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206416
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60633
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2188
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40376
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61803
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84796
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08902
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34195
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56281
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65038
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74108
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83501
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9323
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03306
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13732
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2453
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35709
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47278
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59255
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7399
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89344
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01684
(334.40, 7.01, 313.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11802
