¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ (431.47, 14.17, 332.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192509
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.984533
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434322
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933063
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44692
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96922
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5767
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26495
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87329
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33039
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82325
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87872
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871551
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211196
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582755
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.990993
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.441464
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941053
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45773
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98462
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59552
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28591
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83459
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28877
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7784
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79286
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876214
¹(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21627
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588369
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.997169
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448298
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948627
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46837
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00125
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61413
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30653
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79678
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24811
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73461
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70606
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880651
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221139
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593678
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003017
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454789
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955874
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47892
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01771
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63254
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32682
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7598
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23142
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77202
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.61841
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884838
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225709
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598702
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008572
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.46093
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962697
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4893
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03395
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65069
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30882
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76937
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27027
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81421
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52988
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888791
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230021
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.603447
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.013769
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466714
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969123
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49958
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04997
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66864
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34057
¶(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80599
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30994
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86702
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44058
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892518
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234081
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607922
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018721
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.472154
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975183
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5097
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06578
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68633
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37514
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84331
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35036
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92351
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35318
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896001
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237903
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612078
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.023277
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477228
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980844
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52335
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08143
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70379
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4104
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8814
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39164
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98091
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.329
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89924
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241417
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615959
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027585
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481997
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986144
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53719
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09679
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72101
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44629
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92021
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4337
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03929
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30301
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902187
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244702
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.619581
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.031564
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486371
¹(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993279
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55081
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11195
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73798
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48291
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95982
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48467
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09864
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24035
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904941
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247711
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622855
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035195
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491175
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00259
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56419
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12688
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75468
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52023
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00014
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53971
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15898
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09221
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.907467
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250451
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625884
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03851
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499137
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01147
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5774
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14156
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77937
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55823
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0412
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59564
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22029
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47916
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909739
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252913
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628613
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044847
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506759
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01998
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59036
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15596
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80663
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59691
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08306
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65247
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2826
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18128
·(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911746
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255132
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632889
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051377
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514012
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02809
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60254
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1702
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83343
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63631
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13019
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71015
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34596
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.14651
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913509
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257073
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638535
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.057609
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.520901
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03574
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61114
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18411
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85975
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67519
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1838
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76874
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39301
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11217
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915057
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25873
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64282
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063437
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.527409
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04301
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61925
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19781
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88566
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70482
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23821
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81628
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53477
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1237
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916316
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260118
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646678
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06896
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.533538
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04982
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62691
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21127
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91102
×(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73395
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28613
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85871
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28323
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06041
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917339
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261258
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650146
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074159
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539251
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05621
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63408
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22446
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93593
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76041
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32564
(431.69, 14.27, 329.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90179
(431.69, 14.27, 329.48) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 15.68252
(431.69, 14.27, 329.48) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 15.64823
(431.69, 14.27, 329.48) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 15.63017
(431.69, 14.27, 329.48) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 15.63145
(431.69, 14.27, 329.48) (447.36, 7.73, 306.93) (1.70, 1.40, 1.13) Tools 15.63506
