¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(383.40, 6.90, 352.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042607
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475277
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01989
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65397
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37718
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19024
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2428
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54611
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83575
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418636
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652707
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905581
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17956
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477318
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797547
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146802
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.542523
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980032
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466281
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00977
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64432
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35731
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16741
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22041
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41261
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67099
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4166
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65053
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903244
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176989
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473032
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790568
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.140144
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535169
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971891
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457191
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999571
„(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63239
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33738
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14545
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19751
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35534
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50932
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28977
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414545
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648292
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90083
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174391
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466589
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783583
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133392
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.527712
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963641
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447999
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989275
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61476
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3173
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12573
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17423
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29866
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3624
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81156
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.412458
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646041
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898327
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169536
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460155
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776582
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126609
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520196
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955294
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438726
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.978867
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59706
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2971
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10565
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14779
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24256
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29746
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35341
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410285
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64372
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895868
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163573
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453711
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769542
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119715
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51265
„(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946904
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42936
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96841
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57923
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27685
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08523
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1009
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18697
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23326
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9142
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408126
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641375
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890712
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157639
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447254
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762481
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112803
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505012
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938459
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419934
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.957792
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56252
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25644
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06442
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05409
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13194
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16971
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61628
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405915
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638825
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885191
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151662
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44078
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755404
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105775
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49725
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929908
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410389
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.947126
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55047
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23591
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04324
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00727
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07748
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10479
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38012
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403671
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633729
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879681
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145707
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434239
‡(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748334
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098712
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489474
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921267
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400796
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.936388
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53834
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21971
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01879
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96054
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02357
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99912
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14802
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400898
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628594
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874141
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.139696
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427743
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741215
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.091583
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481652
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912576
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.391131
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925504
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52609
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20581
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98046
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9138
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97022
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89541
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91998
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396132
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623465
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868595
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133684
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421211
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734106
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084452
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473734
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903831
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38135
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914591
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51377
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19182
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95661
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86717
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91744
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79364
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73734
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391344
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61832
ƒ(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86304
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127691
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414706
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726986
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.077208
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46576
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894973
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371531
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.903598
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50135
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17771
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9327
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83156
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86517
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69376
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62417
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386575
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613163
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857505
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121643
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408167
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719841
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069896
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457706
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8861
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361609
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89248
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48885
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15988
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90868
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80376
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79371
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59577
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5132
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381779
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607994
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851908
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115593
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.401576
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712708
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062567
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449612
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877118
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351629
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881325
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47624
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13838
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88459
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77585
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77945
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51628
†(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40438
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376963
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602838
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846311
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109561
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395017
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70553
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055179
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441467
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868114
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.341617
(383.26, 6.92, 352.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87007
