¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ñ(334.22, 7.26, 331.29) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16873
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599391
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783004
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950644
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057051
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167849
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.283245
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403612
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529118
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660136
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796954
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939993
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08958
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230413
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362555
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4895
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600988
‰(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716776
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837033
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961993
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091978
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227106
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367785
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514276
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471218
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587788
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.710259
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839134
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974882
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117977
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269092
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.430675
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603894
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787791
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979614
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087008
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198843
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315331
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.436806
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563574
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695871
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834054
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978509
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129623
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26145
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394577
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.530988
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643606
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760554
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882066
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008368
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139723
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276312
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418509
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566551
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.474153
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590929
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713588
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842609
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.978517
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121876
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273188
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435321
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608842
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792996
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988804
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117962
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230875
…(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348504
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471166
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599142
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732798
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872386
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018364
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.164893
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293745
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428005
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567998
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687867
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806084
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.928857
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056541
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189286
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327413
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471174
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620904
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47016
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594398
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717203
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846415
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.982535
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126063
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277625
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440369
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614165
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798656
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.994812
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149923
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263904
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382765
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506637
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635931
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770962
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912031
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059549
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197424
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327374
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462782
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60398
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73375
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.853276
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977451
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106563
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240799
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380478
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52591
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677376
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466352
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59817
ˆ(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721138
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.850565
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986858
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130638
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282443
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445785
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619874
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804735
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001245
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182938
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298086
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418114
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543317
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673948
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810399
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953003
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102136
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23125
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362339
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498948
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641425
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781397
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902241
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027826
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158386
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294217
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.435556
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582708
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.735988
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462768
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601754
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725393
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.855026
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991546
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135571
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287636
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.45158
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626048
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.811245
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008167
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216981
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.333313
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454609
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581138
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713181
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851151
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995337
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139495
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266445
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398693
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536572
…(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680324
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830353
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953022
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080098
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.212206
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349652
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492691
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641648
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796818
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.459361
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598145
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729944
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859802
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99657
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140861
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293211
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457775
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632592
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818184
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015544
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22576
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369659
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492271
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62017
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753696
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893181
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038993
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174834
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302929
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436438
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575583
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720738
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872207
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005613
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13425
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267957
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407116
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.551942
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702773
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859946
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.45613
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594756
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734816
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864892
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001956
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146481
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.299169
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464375
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.639569
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825586
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023355
ƒ(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234089
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407171
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53111
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660458
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795513
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936588
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084105
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21149
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340835
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475625
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616138
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762691
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915705
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060115
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190331
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325768
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466696
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613382
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766169
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92542
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453102
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591565
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738108
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870328
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.007655
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152517
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305672
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471326
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646924
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833391
(333.72, 7.26, 330.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.031662
