¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¾ (409.93, 12.57, 332.33) (426.17, 11.69, 304.81) (8.74, 8.42, 13.47) Truck 9.979362
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.597954
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.911417
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.173585
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.169984
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.167602
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.166441
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.1665
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.167776
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.170274
ñ (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.173994
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.178938
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.18511
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.192515
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.58131
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.59911
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.61855
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721025
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14102
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.060298
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.040271
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.021536
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.004082
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.987892
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.972955
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.95926
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.946796
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.935553
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.925524
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.9167
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.909075
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.584967
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.088468
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.156085
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.152466
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.150066
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.148884
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.148918
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.150169
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.152637
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.156324
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.161234
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.16737
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.174734
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 11.07098
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71053
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129475
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.114344
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.094264
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.075488
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.057998
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.04178
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.026824
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.013119
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.000652
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.989414
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.979396
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.970592
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 7.962994
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.569863
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.419052
õ (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.419273
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.420752
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.423489
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.427485
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.432746
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.439274
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.447072
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.456148
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.466511
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.478164
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69965
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117454
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.170298
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.150168
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.131349
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.113824
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.097581
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.082606
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.068889
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.056418
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.045186
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.035182
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.026399
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.018832
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.552649
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.803579
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.804552
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.806839
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.810447
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.81537
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.821615
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.82919
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.838098
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.848347
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.859941
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.872894
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688397
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105064
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.228219
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.208037
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.189174
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.171615
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.155344
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.140352
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.126625
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.114153
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.102928
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.092939
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.08418
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.076646
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.533368
ì (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.226322
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.228198
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.231449
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.236083
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.242103
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.249511
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.258313
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.268519
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.280133
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.293165
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.768555
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67674
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092208
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550933
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.26793
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.249024
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.231429
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.215134
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.200123
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.186387
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.173916
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.162698
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.152726
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.143993
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.136493
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.576672
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.693194
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.696155
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.700566
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.706428
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.713749
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.722534
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.732789
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.744519
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.75774
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.772456
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661941
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.07894
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.536243
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.329909
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.310959
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.293329
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.277008
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.261981
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.248238
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.235767
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.224561
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.214608
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.205903
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.19844
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.713777
à (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.21568
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.22148
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.22883
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.23771
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.24813
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.26012
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.27366
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.28878
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646278
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065269
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521118
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.394038
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.375045
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.357382
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.341034
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.325992
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.312243
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.299773
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.288579
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.278647
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.269973
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.262549
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.848989
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.79568
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.80318
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.81232
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 10.82308
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630171
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.051212
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505522
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.460387
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.44135
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.423652
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.407281
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.392223
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.378469
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.366005
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.354824
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.344917
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.336275
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.328895
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61365
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036761
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489489
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.529025
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.509944
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.492214
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.47582
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.46075
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.44699
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.434533
´ (411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.423368
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.413488
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.404882
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.397547
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596779
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02189
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473045
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.60003
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.580907
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.563144
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.546727
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.531645
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.517884
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.505435
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.494289
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.484437
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.475872
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.468586
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579458
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005363
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456172
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.673482
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.654317
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.636522
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.620085
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.604991
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.591231
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.578794
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.567669
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.557848
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.549325
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 8.542092
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561758
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.985796
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438892
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935264
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4884
(411.72, 12.64, 331.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96841
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.295211
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.27907
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.264363
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.251082
(411.72, 12.64, 331.95) (426.17, 11.69, 304.75) (8.74, 8.42, 13.60) Truck 9.401675
