¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(331.29, 7.47, 368.29) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.68541
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.40294
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5437
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39347
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586285
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774955
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.977739
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.196743
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434699
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692698
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.973336
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279672
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.615349
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984728
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393083
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84685
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353964
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924319
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55912
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2618
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06637
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02639
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18473
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21796
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17677
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42805
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06921
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13111
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.586705
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775408
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978225
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197349
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.435355
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.69341
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974112
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.280521
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61628
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.985756
ñ(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.394222
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.84812
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355387
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.925924
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55998
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26278
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06742
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0292
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18807
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2076
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.16505
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45451
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62259
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587147
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.775882
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978737
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197975
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436032
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694147
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974914
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.281397
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.617244
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986818
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3954
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849429
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356854
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.927582
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56096
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26389
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06863
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03211
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19153
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19821
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15443
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.54902
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.2074
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587611
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776381
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979271
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198622
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.436733
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.694908
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.975743
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282304
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618238
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987915
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.396614
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850785
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.358374
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929296
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56206
è(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26515
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07002
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03511
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19509
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.1898
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.14697
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.07534
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.80317
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588096
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.776901
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979832
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19929
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.437454
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.695691
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.976596
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.283239
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.619263
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989045
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397869
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85218
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359938
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.931061
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56329
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26655
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07157
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03821
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19877
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.18237
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.21008
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33906
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96056
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.588601
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.777444
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980416
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.199977
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438199
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.6965
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977477
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284201
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62032
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990211
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399158
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853621
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.361551
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.93288
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56464
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2681
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07328
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0414
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20257
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17591
ï(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2739
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.46655
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.09991
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589128
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778008
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981024
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200684
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438964
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.697331
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978382
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.285192
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621408
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.991411
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400488
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855101
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.363212
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934755
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56612
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26979
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07516
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04469
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.20647
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.17041
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33843
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63088
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.25554
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.589677
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.778596
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981658
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201412
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.439752
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.698185
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979315
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286211
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.622526
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.992644
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.401854
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856624
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364917
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.936682
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56773
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27158
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07721
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04807
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21049
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16589
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.40367
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.7965
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41192
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590246
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779208
å(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982315
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202159
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440561
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699063
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.98027
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.287256
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623675
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993911
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403259
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85819
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.366673
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.938661
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56946
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2735
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07942
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05154
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21462
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16234
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46961
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.9634
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.569
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.590836
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.77984
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982996
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.202926
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44139
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699965
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.981253
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288331
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.624854
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99521
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4047
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859796
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.368473
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.940694
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57131
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27556
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08179
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05511
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.21886
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15975
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53627
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.05108
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71038
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.591447
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780497
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983701
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203712
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.442242
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70089
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982261
î(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.289434
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.626066
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.996546
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.406179
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.861443
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370321
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.94278
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57329
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27777
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08433
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05877
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22321
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15814
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.60365
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.12425
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86345
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.592079
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.781173
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.984431
(331.23, 7.53, 367.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.204519
