¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(372.84, 7.01, 361.60) (380.27, 1.76, 344.03) (0.81, 2.16, 0.81) Human 3.60352
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.562581
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.561219
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.562414
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.569414
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.582679
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.830358
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.813018
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.796403
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.780505
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.765303
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.750793
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.736951
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.723769
ì(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.711238
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.699349
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.688089
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.677453
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.667424
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.658001
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.649175
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.640938
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.633284
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.626206
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.619701
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.613763
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.608387
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.603567
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.599299
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.595584
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.592415
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.589793
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.587715
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.586176
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.587475
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.595116
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.609677
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.87485
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.856956
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.83981
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.823388
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.807688
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.792686
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.778378
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.76474
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.751774
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.739457
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.727787
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.716748
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.70633
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.696536
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.687347
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.678759
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.670767
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.663357
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.656528
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.650283
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.644602
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.639495
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.634942
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.630954
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.627521
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.624639
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.622306
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.620526
é(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.622
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.630724
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.647511
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.940382
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.921484
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.903381
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.886037
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.869451
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.853605
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.838474
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.824047
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.810317
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.797271
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.784888
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.773173
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.762099
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.751671
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.74187
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.732689
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.724121
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.716164
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.708805
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.702036
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.695865
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.690271
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.685251
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.680814
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.676941
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.673637
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.670898
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.668722
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.670532
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.681334
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.70268
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 4.071822
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 4.048082
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 4.025667
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 4.004444
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.98433
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.965266
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.947157
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.93001
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.913734
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.898304
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.883704
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.869895
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.856858
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.844575
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.833019
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.822182
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.812038
 (372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.802587
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.793818
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.785695
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.778229
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.771401
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.765216
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.759646
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.754709
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.750372
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.746646
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.743523
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.746263
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.763122
(372.83, 7.01, 361.60) (380.39, 1.63, 344.16) (0.81, 2.16, 0.81) Human 3.800988
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304075
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50004
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.711915
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941705
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191689
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464676
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763889
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093243
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444616
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851638
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313511
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8246
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367431
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.87344
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41306
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79335
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20423
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65776
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79543
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82729
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86108
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89687
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93463
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97446
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01634
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0603
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10641
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1547
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20522
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25799
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31306
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293331
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.488382
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699327
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.928015
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176765
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448358
‰(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745964
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073483
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42509
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830363
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287723
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793641
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.352194
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856431
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38624
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76451
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17304
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62095
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75074
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78229
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81577
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85122
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88865
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92813
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96967
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01326
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05899
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10689
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15697
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20936
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26399
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.282548
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476767
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.686736
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914329
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161908
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432066
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728057
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053751
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405567
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809052
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260398
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762817
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.331774
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839727
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36029
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73655
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14291
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58522
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70806
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73932
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77249
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80766
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84478
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88389
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92507
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96834
‡(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01341
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06062
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10998
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16156
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21546
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271788
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46516
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674145
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900681
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.147005
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415784
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.710227
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.034039
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386128
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787763
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.233172
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732074
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.296819
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823298
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33519
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70953
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11375
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55142
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66737
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69834
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73124
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76578
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80227
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84074
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88127
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92386
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96857
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01538
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06436
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1156
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16906
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261032
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453576
(372.83, 7.01, 361.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661605
