¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(325.19, 7.53, 366.43) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.5766
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708185
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.984894
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268672
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.570749
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.903973
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280939
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.696631
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.150948
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657627
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24354
ï(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90475
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67482
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9598
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64042
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82909
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38735
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59194
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96347
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.5176
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49402
(324.91, 7.54, 366.36) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47355
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45617
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44187
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43064
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42246
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41734
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41526
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41624
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989516
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.215891
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449419
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704346
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979935
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262908
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.564475
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.898269
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274571
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689821
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.143065
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.649807
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23472
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89451
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66347
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57228
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9412
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83664
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38301
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54057
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8989
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.39998
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.37655
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.3562
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.33894
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.32473
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.31357
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.30545
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.30037
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.29832
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.2993
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989468
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212364
¸(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445847
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70047
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97497
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257192
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.558252
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.892562
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.268213
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.683009
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135221
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641974
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22589
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.88427
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65205
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55801
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59099
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.11317
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37843
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48938
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83451
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.28671
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.26342
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.2432
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.22604
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.21192
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.20084
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.19277
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.18773
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.1857
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.18669
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989262
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208834
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44224
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696557
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970005
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251519
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552076
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.886855
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.261863
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.676194
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.127416
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.63413
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21704
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87402
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64055
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54363
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.57168
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.79902
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53863
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43835
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77042
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.1777
à(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.15454
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.13444
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.11738
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.10335
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.09233
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.08432
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07932
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07731
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07829
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988898
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.205303
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438597
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.692605
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.965038
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245892
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545952
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881143
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25552
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669379
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.119647
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626275
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20819
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86376
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62898
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.52915
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.55239
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.77623
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.32765
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38753
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70656
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.07283
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.0498
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.02982
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.01285
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.9989
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.98795
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.98
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.97502
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.97304
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.97403
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988374
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20177
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.434923
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.68862
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960071
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.24031
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.539877
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875433
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.249189
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662566
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111919
ñ(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.618409
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19927
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8535
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61734
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51458
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53313
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75327
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29404
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33689
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64303
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.97201
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.94911
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.92923
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.91236
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.89849
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.88761
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.8797
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87476
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87279
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87379
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987693
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198236
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431214
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.684597
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.955102
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.234775
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.533854
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869723
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242868
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.655753
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.104233
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610537
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19021
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84324
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60563
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.49991
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.51388
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73016
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.26027
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28644
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57976
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.87515
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.85237
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.8326
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.81582
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.80203
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.7912
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.78334
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.77844
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.77649
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.77748
¯(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98532
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194701
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.427474
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680541
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950137
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.229289
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527884
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.864015
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.236563
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.648943
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096589
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602658
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18116
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83298
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59386
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48516
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49468
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.7069
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22636
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2362
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5168
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.78218
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.75951
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.73984
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.72315
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.70942
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.69865
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.69084
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.68596
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.68403
(324.91, 7.54, 366.36) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 19.68504
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982035
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191165
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423704
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676452
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.945171
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.22385
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.521966
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.858309
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230268
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.642138
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088988
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.594774
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17211
(324.91, 7.54, 366.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82272
