¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(330.09, 7.38, 372.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6518
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.387988
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.368574
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.392486
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.431967
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.472913
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.51536
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.62208
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.791639
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.503318
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.878896
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.05239
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.84466
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 15.96805
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.22922
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.69137
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.5677
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.55527
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.65849
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.92265
à(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.39474
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336633
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559164
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798933
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.736861
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.611631
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.49439
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.471545
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.449821
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.429197
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.409658
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.427371
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.467384
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.508875
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.551887
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.649024
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.820044
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 8.636339
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.72789
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.21756
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.98667
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.08954
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.33132
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.83876
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.70455
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.69202
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.79185
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.0511
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.51118
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337263
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559852
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79968
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.797506
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.670261
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.548651
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.514542
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.492673
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.471912
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.452246
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.463453
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.504018
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.54608
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.589678
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.676801
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.849332
(330.35, 7.40, 371.76) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.076797
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.76623
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.06229
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.19131
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.21513
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.43655
à(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.99154
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.84622
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.83358
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.92982
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.18382
(330.35, 7.40, 371.76) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 21.63193
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337917
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560564
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.800449
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.860662
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.731303
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.607697
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.559099
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.53708
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.516178
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.496377
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.500762
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.541903
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.584556
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.628767
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.705423
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.87952
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.70833
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.80595
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.1043
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.40453
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.79465
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.54497
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.14989
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.99287
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 16.98013
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.07254
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.32095
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338556
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561236
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801182
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.926433
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.794851
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.669153
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.605262
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.58309
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.562042
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.542101
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.539326
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.581065
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.624337
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.669184
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.734907
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.910625
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.76087
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.84705
Ş(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.14778
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.50521
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.92322
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.65669
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.31404
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.14468
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.13182
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.22019
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.46264
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33921
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561951
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801951
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061276
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.861007
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.733111
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.65308
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.630747
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.609548
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.589463
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.579177
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.621541
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.665455
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.710964
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.765267
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.942662
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.81538
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.89322
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.19277
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.67216
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.05564
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.77178
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.48419
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.30184
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.28886
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.37293
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.60903
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339861
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562632
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802677
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062044
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.929877
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.799671
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.702601
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.680104
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.658747
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.638514
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.620349
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.663361
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.707943
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.754141
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.802002
Ú(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.975646
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.165573
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 10.95066
(330.35, 7.40, 371.76) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 11.23928
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.84514
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.19202
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 16.91641
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.66059
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.46453
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.45143
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.53094
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.76027
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.340486
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563299
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803407
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06283
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.001573
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.868945
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.753881
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.731212
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.709693
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.689307
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.670036
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.706562
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.75184
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.798755
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.847357
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.009601
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.201476
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.84407
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 13.87283
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.02442
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.33252
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.06752
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.8435
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.63296
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.61974
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.69442
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.91654
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341082
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563956
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804121
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0636
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.076223
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.941049
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.811939
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.78413
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.762442
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.741896
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.722475
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.751179
Ù(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.797182
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.844844
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.894217
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.044539
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.238432
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.05122
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.05442
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.21031
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.47727
(330.35, 7.40, 371.76) (348.27, 0.49, 347.29) (1.16, 1.16, 6.53) Tools 17.22373
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.03318
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.80736
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.79401
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 17.86356
(330.35, 7.40, 371.76) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 18.078
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.34166
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564625
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804821
(330.35, 7.40, 371.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064369
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.153956
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.016104
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.884473
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.838913
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.817051
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.79634
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.776764
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.797254
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.844011
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.892451
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 6.942626
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.080485
(330.35, 7.40, 371.76) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 7.276464
(330.35, 7.40, 371.76) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 14.26682
