¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(377.57, 15.25, 277.55) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 12.26696
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926415
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357285
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897879
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50641
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19651
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79134
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56238
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46634
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95774
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36905
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07744
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24241
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13264
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.92804
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.89067
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.85696
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.82691
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.80048
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42167
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.591434
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773055
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967784
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177062
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402482
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640586
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898158
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177636
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481887
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814281
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178848
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580464
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960064
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430922
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980482
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59975
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30273
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95809
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7727
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7086
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0468
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47592
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20798
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40007
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33885
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.2224
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.1842
Ï(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.14971
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.11892
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.0918
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428725
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598948
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.781091
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976408
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186341
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410731
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649513
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907832
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188145
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493322
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826816
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192638
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595669
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007238
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505962
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06479
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69505
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41136
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14879
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99085
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95028
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.52956
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.52832
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.52925
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.53235
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.53762
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.54506
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.55469
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.45344
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.42187
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.39402
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435839
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.606546
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.789221
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985137
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195715
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.419149
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658607
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.917649
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19882
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504991
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839553
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207161
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612331
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027295
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510349
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04958
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65538
Ô(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34067
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12828
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94148
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87375
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.20052
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.199
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.19959
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.20231
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.20715
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.21411
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.2232
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.76864
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.73626
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.70765
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.443038
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.614235
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797281
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99344
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.204358
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.429068
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669691
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.930075
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212754
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520637
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857242
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226633
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633839
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967682
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422297
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951132
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54451
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21494
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07115
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87637
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79886
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.88808
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.8863
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.88659
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.88896
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.8934
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.89991
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.90851
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.448472
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.619755
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80306
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.999662
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212595
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440885
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682454
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943885
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22779
Ò(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537045
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.875173
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246383
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655644
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949898
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336151
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854888
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43632
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09242
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0152
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8126
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.66829
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.63922
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.6123
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.58906
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.59111
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.59518
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.60128
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.60943
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453576
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625211
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.808898
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.005951
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220933
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.452869
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6954
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957938
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243032
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55367
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893393
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266396
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641256
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932771
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25187
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760859
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33067
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97292
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88653
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75014
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6538
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.73592
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.70872
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.68367
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.66074
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.63993
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.6212
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.60456
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.458805
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630796
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.814872
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.012333
Õ(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.229352
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463971
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708471
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972139
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258489
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570516
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.911844
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286699
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625896
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916352
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228402
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668901
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22754
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85645
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74875
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68894
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63734
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.8361
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.80861
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.78328
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.76009
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.73903
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.72008
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.70323
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.464061
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636434
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820931
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.019954
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237861
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473192
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72176
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986512
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274142
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587609
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930557
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307262
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611179
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900532
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211478
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579008
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12686
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74287
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61432
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62904
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62762
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.93985
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.91206
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.88645
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.86299
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.84168
(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.82249
È(377.65, 15.15, 276.66) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.80541
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.469447
(377.65, 15.15, 276.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642153
