¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(338.04, 7.41, 335.30) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.845676
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.416862
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322279
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688377
à(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08593
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43363
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78387
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16018
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57273
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79196
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00014
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21765
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45678
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72138
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99948
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30455
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50498
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71361
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93094
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15739
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39351
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85925
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006324
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214334
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438262
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.679967
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941602
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.199333
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459616
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751382
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.069107
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415301
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295509
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659378
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05447
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42022
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7695
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14476
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5572
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81715
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02629
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24477
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47329
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71239
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98996
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27194
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47141
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67896
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89518
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12045
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3553
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62037
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000112
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207694
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.431106
Ò(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67223
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933218
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201039
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459815
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750209
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.067833
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.413912
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269268
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63097
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02358
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4076
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75596
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13021
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54263
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84385
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05396
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27354
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50315
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74344
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99515
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24137
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43984
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64643
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86153
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08573
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31944
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56326
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06775
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.993855
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201072
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423968
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664519
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92486
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.202891
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.461826
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749181
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.066714
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.412693
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243545
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.603118
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993365
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39568
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74326
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11655
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52896
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87204
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08321
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3039
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53471
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77629
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02936
Í(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25667
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43001
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61593
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8301
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05321
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28581
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52847
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82676
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987617
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.194471
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.416856
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656833
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.91653
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.19843
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.464008
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748295
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.065751
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825913
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.218369
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575879
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963776
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38458
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73133
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10379
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51624
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90177
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11407
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33593
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.568
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81092
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0654
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28397
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46396
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64486
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83282
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0281
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25449
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49606
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74821
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981396
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187893
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409767
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.649173
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.908228
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189405
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466362
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747782
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064943
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.821142
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193686
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549164
â(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93481
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3545
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72025
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09259
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50441
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93303
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1465
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36963
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60302
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84735
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.088
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30647
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50002
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68192
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8709
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0673
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27148
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48391
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71708
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.975193
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181337
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.402702
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.641541
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.899958
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.180416
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.468888
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.748878
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06429
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816741
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.169548
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.523046
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906446
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32365
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70994
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08245
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4935
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93805
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18057
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40499
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63982
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88564
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11156
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33087
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53814
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72111
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91121
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10876
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31419
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52789
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7503
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967903
Ö(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.174803
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.395663
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633937
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89172
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.17146
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471586
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751793
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489169
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.812527
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147932
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.497514
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878743
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29348
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70047
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07315
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4835
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92724
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21629
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44208
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67839
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92577
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13694
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35715
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57839
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76251
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95376
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15257
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35927
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57432
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79817
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.960457
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168192
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.388649
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626361
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883512
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.162541
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466309
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754894
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485615
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80869
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152294
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.47637
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.851637
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26395
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69177
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0647
(337.39, 7.39, 334.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47439
