¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(386.35, 14.37, 305.85) (420.52, 7.96, 303.92) (0.60, 0.85, 1.38) Fence 18.04507
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41053
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.479465
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551002
³(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.625304
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702496
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.782717
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866073
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94709
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029935
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.116036
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.205567
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298742
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395674
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496667
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601881
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739877
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886058
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039831
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222836
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4694
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951942
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91517
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58807
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5313
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.848104
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.957624
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.073017
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.168179
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228564
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291155
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356089
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.423463
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493376
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565946
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.641316
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719628
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801053
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88448
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.965427
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049545
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227966
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322619
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4212
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523846
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630866
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759843
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907837
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063548
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262424
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512779
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207582
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39272
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29789
º(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817049
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925019
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.038692
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119516
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.178568
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239803
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303297
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.369123
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.437444
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.508377
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.582003
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658526
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.738029
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820658
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.902979
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985208
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.070643
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159522
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.251975
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348201
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.448464
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552903
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661786
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781576
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931496
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.089258
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304287
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09944
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481026
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07352
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.90808
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.786602
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.893083
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.005139
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.072258
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.13005
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189919
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252003
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316417
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38322
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.452569
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524546
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599312
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676972
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75769
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841615
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922866
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006444
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093311
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.183642
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277699
¼(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375594
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477573
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583862
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.694711
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810393
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957098
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.117028
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.348588
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.367731
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85774
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.60797
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.756751
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86176
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.971759
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.026319
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08286
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141477
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202223
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265237
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.330614
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398413
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.468793
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.541899
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.61783
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.696712
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778736
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.862556
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.944265
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.029198
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.117547
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209468
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305137
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404778
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508595
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616815
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729775
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.847647
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984751
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150875
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258442
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655224
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.31858
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.727504
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.831059
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.928253
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.981677
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.037038
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.094413
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.153914
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215577
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279541
¹(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.34586
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41476
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486256
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560513
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637614
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.717809
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.801185
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88406
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967174
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053595
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143477
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.237019
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334421
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435863
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541618
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651915
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766987
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.887242
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014542
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196311
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540628
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.03946
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.698866
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.801006
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.885934
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.93831
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.992522
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048703
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.106949
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.167355
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.229955
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29493
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362357
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.432295
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.504933
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580409
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658788
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.740301
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.825098
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907126
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.991674
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079636
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171125
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266387
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365596
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468941
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576738
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689175
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806572
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929214
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057429
½(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.430084
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.77018
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.67114
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.771568
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.84484
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896159
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.949269
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.004329
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061389
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120564
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.181852
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245472
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311479
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.379955
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451062
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.524923
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601644
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681371
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.764292
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848946
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931756
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.017831
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107384
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200601
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.297633
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398754
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504126
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614048
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728731
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848566
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973772
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323503
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.51033
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.647003
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.742694
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.804874
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.855164
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.907244
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.961206
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017131
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.075087
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.135173
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197488
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.262125
(387.04, 14.40, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329229
