¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(363.70, 7.12, 353.08) (332.28, 1.44, 368.85) (0.81, 2.16, 0.81) Human 18.49469
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.114283
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.100357
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.142872
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.215266
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.290773
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.720981
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.120145
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.195659
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8665
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.42803
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5938
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781615
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.229289
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.207494
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.186888
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.167447
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.149152
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.131983
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.115921
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.100952
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.087059
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.134478
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.206611
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.281844
Ô(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.737871
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.140322
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.222506
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02407
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51312
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585243
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772528
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.216734
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.194987
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.174426
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.155028
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.136772
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.11964
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.103613
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.088675
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.074811
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.126884
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.198782
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.273767
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.75471
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.160452
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.249313
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.10231
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.60123
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.577032
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76379
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.205244
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.183541
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.163021
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.143661
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.125442
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.108344
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.092349
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.07744
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.063602
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.120085
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.191772
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.266536
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.771493
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.18053
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.276072
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05664
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569165
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75542
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.194807
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.173144
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.152661
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.133337
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.115151
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.098083
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.082116
â(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.067234
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.053421
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.114077
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.185577
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.260146
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.788215
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.200546
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.302773
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.98881
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561612
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.208241
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.185413
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.163785
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.143336
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.124044
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.105888
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.088847
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.072906
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.058048
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.044258
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.108852
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.180192
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.259368
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.804872
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.220498
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.329411
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.92321
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554403
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.199847
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.177052
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.155457
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.135038
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.115774
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.097644
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.080628
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.06471
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.049874
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.036109
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.104411
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.175613
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.272946
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.821455
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.240374
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.355973
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85983
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547584
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.192482
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.169717
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.14815
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.127757
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.108518
á(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.090411
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.073418
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.057519
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.042701
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.032553
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.100747
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.171837
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.286455
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.837962
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.260174
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.382451
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80067
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.541017
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.18614
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.163401
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.141858
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.121488
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.102269
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.084182
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.067208
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.051327
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.036525
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.02975
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.09786
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.168861
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.299888
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.854384
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.279887
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.408838
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77227
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534831
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.180814
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.158095
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.136572
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.116222
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.097022
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.078952
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.061992
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.046126
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.031338
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.027699
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.095747
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.166682
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.313243
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.870722
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.299509
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.435125
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.72886
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528983
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.176498
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.153798
Ş(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.132291
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.111957
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.09277
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.074714
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.057767
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.041913
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.027135
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.026397
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.094406
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.1653
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.326514
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.886964
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.319029
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.461299
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67225
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523479
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.17319
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.150503
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.129009
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.108685
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.089511
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.071465
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.054528
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.038683
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.023913
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.025843
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.093835
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.164712
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.339696
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.903107
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.338446
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.487354
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61753
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93009
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518307
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.170885
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.148207
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.126722
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.106406
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.087241
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.069201
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.052271
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.036432
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.021668
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.026039
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.094037
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.16492
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.352787
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.919147
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.357748
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.9351
Õ(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56471
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70588
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513445
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.169582
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.146909
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.125429
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.105118
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.085956
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.067921
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.050995
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.03516
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.020399
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.026983
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.09501
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.165922
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.365781
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.935075
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.37693
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.90029
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.51369
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48298
(361.78, 7.00, 352.98) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508943
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.169279
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.146607
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.125128
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.104818
(361.78, 7.00, 352.98) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.085657
