¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(431.74, 14.05, 336.58) (426.17, 13.68, 302.42) (8.74, 12.42, 18.26) Truck 13.62924
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576284
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.881478
œ(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217854
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.590494
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562114
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058811
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620599
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28221
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04392
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01013
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33695
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87608
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68946
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0742
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.92263
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.37165
(431.69, 14.05, 335.07) (430.65, 7.28, 295.18) (0.94, 0.85, 1.43) Fence 23.35199
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.28249
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558752
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862192
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196542
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093237
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533831
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.027056
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582751
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23206
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98587
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86207
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92271
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24087
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75614
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56996
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90344
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7445
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266346
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541198
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.851811
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.67452
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067922
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505588
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995302
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546844
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18201
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92804
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79449
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83566
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13498
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63721
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45133
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73415
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56832
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.250186
Ä(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664745
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29839
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651691
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042591
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477347
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963572
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.510973
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13216
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87042
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72718
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74912
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02983
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5192
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32586
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56635
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36415
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.68068
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.71409
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.75204
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667845
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958778
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277724
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628884
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017291
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449085
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931902
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475194
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09096
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81303
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66347
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66982
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92534
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40228
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17992
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40008
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83446
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.61172
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.64483
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.68246
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.650632
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939959
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257042
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606065
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991979
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420871
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900236
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439439
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05028
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75659
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60445
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60001
Ü(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82163
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28634
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03548
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23536
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.32959
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.54745
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.58028
(431.69, 14.05, 335.07) (429.26, 7.40, 296.44) (1.53, 1.04, 0.98) Fence 22.61761
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633462
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92114
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23636
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583266
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966681
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39269
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868638
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4038
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00972
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70618
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54557
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5305
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71861
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17145
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89256
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11731
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04514
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12124
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61624
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902318
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215738
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560441
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941423
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36455
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837095
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368187
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96928
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65584
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4869
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46121
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61898
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05759
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75125
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.59342
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05694
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.34154
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.31507
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.29146
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.27072
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.25281
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.24733
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.25778
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599042
– (431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883507
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195067
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537677
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916195
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336435
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805614
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332695
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.928946
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60874
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42844
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39224
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53639
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94483
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59778
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26348
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07105
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.33697
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.33467
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.24219
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.22156
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.94594
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.93122
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.91923
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.92072
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581879
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864696
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174436
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514948
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.891018
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308382
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774205
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297272
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888744
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56273
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37016
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32356
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45429
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83312
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37477
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94501
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.15978
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.13204
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.7207
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.13906
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.11862
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.10097
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.08612
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.07403
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.06471
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.06159
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564667
› (431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845925
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153784
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492206
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86583
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280404
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.742866
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261986
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84866
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51685
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31214
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25521
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37262
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71879
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15751
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63745
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.0606
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.03512
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.68726
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.04014
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.01987
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.00239
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.98767
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.97571
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.96649
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.96342
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547503
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827147
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133226
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469552
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840757
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252478
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.711631
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.226793
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80873
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4712
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25433
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18718
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29146
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56394
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94574
(431.69, 14.05, 335.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44262
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.96615
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.94221
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 14.58801
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.94529
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.9252
(431.69, 14.05, 335.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 13.90787
