¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(436.69, 14.02, 296.56) (434.52, 8.54, 321.04) (0.81, 2.16, 0.81) Human 7.692207
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.451766
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82387
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235237
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.69401
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222794
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827654
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51965
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31881
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24202
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32676
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72384
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13702
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07616
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512564
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793205
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.103569
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443874
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813712
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223909
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.681367
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205057
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.807436
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49641
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29186
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22031
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30502
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7101
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21556
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1643
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509032
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787703
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097485
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434585
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.803479
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212529
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668621
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18719
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787081
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47302
·(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26468
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1884
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27997
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69541
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29606
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35733
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.505441
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78203
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.091295
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425268
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793149
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.201032
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655787
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16914
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766597
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44946
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23734
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15629
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24176
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66755
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37863
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73978
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.501804
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776765
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083377
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415884
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782741
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189478
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642843
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151265
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745903
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4257
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20983
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.124
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20338
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20223
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46321
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13943
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499421
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772702
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074761
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406408
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772254
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177823
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629827
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136615
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725099
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40181
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18213
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09155
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13171
º(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96159
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01856
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55731
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.499085
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.77225
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068453
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397648
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761748
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166126
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616735
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.121888
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704144
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37779
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15427
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05885
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03112
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84767
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45918
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32713
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498717
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769979
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06392
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392654
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.755034
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156473
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60358
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107078
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683086
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35362
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12622
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02603
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93263
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73619
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93551
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.81508
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498287
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767503
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059611
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387528
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749391
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150221
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596516
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096391
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663675
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32929
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09808
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99307
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83613
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62716
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52507
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32897
¹(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.497558
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765019
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056882
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382375
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743684
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143882
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589457
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088467
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651056
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31266
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07459
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96058
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74166
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52047
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40363
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65395
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.495233
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762485
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054124
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.377129
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737918
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137458
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582291
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080392
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641932
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29751
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05704
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94003
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77228
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50916
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33916
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95752
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492886
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759943
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05135
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.371851
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732066
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130964
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575039
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072244
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632676
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28216
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0393
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92508
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84305
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58851
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42886
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0447
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49054
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757352
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.048523
º(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.367382
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726149
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124377
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.567659
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064001
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623352
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26665
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02135
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92327
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91529
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66962
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53309
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24336
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488153
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754731
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045641
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364232
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720142
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117697
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.560249
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.055636
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613932
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25094
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00324
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92089
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98904
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75246
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70623
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44452
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485685
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752081
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042766
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361046
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714045
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110981
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.552723
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047213
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60437
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23678
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9849
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91782
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06433
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83711
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88393
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6483
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483234
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749438
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039833
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357844
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707954
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104164
³(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545119
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.038679
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594726
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22577
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96643
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91419
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09151
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9276
(436.68, 14.07, 296.76) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06625
