¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(342.33, 7.27, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.94729
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.35537
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660991
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992903
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362844
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.773638
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234831
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762173
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355557
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04308
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84212
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63114
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81476
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.90331
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87792
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.85513
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.83492
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.81727
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80216
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78957
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7795
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77193
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76686
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.001489
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.180471
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.373776
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583196
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.814571
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062768
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334391
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637477
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966903
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.333776
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741143
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198253
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.719381
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30713
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986202
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77183
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54343
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70972
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.87501
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8497
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.82697
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80683
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78923
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.77417
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76163
É(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7516
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74407
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73903
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.989073
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.16711
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.359333
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.567536
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797267
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043881
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.313696
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614289
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.941271
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.30513
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709137
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162245
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.675521
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259591
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930337
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70555
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45744
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60691
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.84934
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8241
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.80144
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78135
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76381
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74879
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7363
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7263
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7188
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71379
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.976805
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.153916
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.345072
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552077
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.780189
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.025245
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293283
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591425
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916008
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276909
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.677617
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126802
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633492
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.212862
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.875467
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64053
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53364
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50634
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43896
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.8011
Ù(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.7785
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75846
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74097
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.726
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71354
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70358
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69611
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69112
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.964686
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.140886
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330993
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.536819
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763338
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006861
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273151
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.568883
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.89111
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249109
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.646582
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09192
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594031
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.166932
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821585
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57673
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29068
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40788
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36444
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.78069
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.75814
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73814
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72069
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70576
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.69333
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6834
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67595
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67098
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.952717
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.128024
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317096
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.521763
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.74652
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.988729
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253303
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546666
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.866578
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221413
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.616028
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057598
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.555223
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.121797
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768676
ò(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27856
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2098
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31153
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29237
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.76283
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74032
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72037
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70296
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68806
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67566
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66575
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65833
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65338
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.9409
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.115327
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.303383
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.506908
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.729693
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.97085
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233734
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524771
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.842411
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.194101
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.585953
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02383
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517065
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.077443
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42293
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21101
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13059
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21726
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22449
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.74752
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72505
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70513
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68774
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67287
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6605
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65062
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64321
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63828
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.929234
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.102797
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289852
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.492254
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.713076
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953221
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.214447
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.503137
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818607
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167638
ÿ(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.556355
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.990608
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.479548
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69038
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3658
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14482
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05297
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12502
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24434
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.73473
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.71229
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.6924
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.67504
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66019
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.64784
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63798
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63059
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62567
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.917719
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.090436
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276506
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477803
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.696669
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935845
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.195441
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481046
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795166
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141655
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.527232
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.957931
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056202
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641451
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30974
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0799
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97692
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03477
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26602
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.72446
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.70204
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.68218
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.66484
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.65001
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.63768
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62782
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.62045
(342.26, 7.25, 370.04) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.61554
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.906389
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078242
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.263343
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463553
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.68075
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.918719
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.176714
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.459542
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772082
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116081
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498577
(342.26, 7.25, 370.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501983
