¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(393.00, 14.76, 307.58) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 4.704536
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.508327
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.273896
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8075
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03591
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2651
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5405
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83783
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14833
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45986
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78602
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17924
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7071
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35792
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20679
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.86079
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411848
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669215
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949508
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.255904
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.629506
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.724116
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.822817
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 6.925828
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.033389
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.14576
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.263218
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.388259
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.636739
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.90411
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7601
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97639
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20317
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45923
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75259
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06266
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38981
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71518
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12503
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64874
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25617
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0935
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.65615
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.66276
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411009
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668309
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948534
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254788
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517722
á(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790158
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.028539
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.138714
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.253834
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.374188
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.500092
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.631882
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.770451
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.047796
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.347361
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91928
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14381
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38097
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67048
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97642
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30016
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6432
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07366
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59345
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15852
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98488
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.45954
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404382
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667387
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947524
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251338
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502907
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77419
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067444
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.366086
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.489565
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.618764
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.754038
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.895768
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.044375
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.200314
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.509112
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.846916
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08689
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32016
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59143
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89341
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2129
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55129
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02509
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54123
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09982
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88078
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27066
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.27716
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390396
Ø(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666464
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946514
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.237921
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488503
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758667
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.050635
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.389804
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.742179
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 7.881207
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.026917
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.17974
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.340151
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.508672
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.685872
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.030262
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.413968
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26349
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51538
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81358
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12896
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46296
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94056
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49195
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04668
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80478
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08926
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.09571
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376377
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655869
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945506
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224854
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474503
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743524
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03427
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34944
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94781
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340239
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.320854
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.486098
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.65976
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.84244
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.034789
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.237536
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.623404
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20928
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44964
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73682
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04832
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3781
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85724
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41663
Ê(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99673
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75665
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.91511
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.15535
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362305
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640469
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944486
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212159
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460847
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.72882
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.018417
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.332218
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886662
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.271883
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42631
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 8.817533
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.006135
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.204813
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.414331
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.635532
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93061
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15757
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39577
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66307
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97085
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29661
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7773
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33009
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93212
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71182
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74796
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.75431
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348201
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625024
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928514
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199816
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447567
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714547
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002976
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315484
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825916
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205763
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357796
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516777
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683186
(392.98, 14.73, 307.57) (413.12, 8.15, 304.02) (1.79, 1.10, 4.04) Tools 9.599545
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46376
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66857
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88317
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10824
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34442
Á(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59253
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89646
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2184
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70061
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24711
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84202
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67026
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5876
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59392
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334094
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609567
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911544
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.061314
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434709
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.700673
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.988005
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.299244
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765626
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1418
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291484
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.448045
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61187
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783442
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3546
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62508
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83799
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06123
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29552
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54157
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82512
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14337
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6271
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16758
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75571
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59505
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.43383
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.44011
(392.98, 14.73, 307.57) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.988894
(392.98, 14.73, 307.57) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.963775
(392.98, 14.73, 307.57) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.939866
(392.98, 14.73, 307.57) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.91714
(392.98, 14.73, 307.57) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 4.895574
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687213
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973442
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283513
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.705726
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079969
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22744
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38164
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.542939
(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711862
Ğ(392.98, 14.73, 307.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62803
