¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (428.24, 15.02, 245.61) (448.28, 8.59, 258.72) (0.81, 2.16, 0.81) Human 7.460546
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28661
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28999
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668631
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947826
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252855
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577489
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932747
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306767
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.709794
õ(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158171
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696894
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28976
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94945
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33556
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.26884
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.24082
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.21512
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.19172
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.17058
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.1517
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.13504
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.1206
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.10836
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.09831
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.09044
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08474
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0812
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07982
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08061
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08355
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.664301
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943108
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246181
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.56889
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923327
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29721
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699196
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154788
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.693093
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28582
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8998
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25822
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.14147
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11356
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08795
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0646
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0435
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02463
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00796
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99349
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98119
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97105
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.96307
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95723
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95354
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95198
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95255
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95527
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659933
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938349
ó(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238341
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.560316
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.913884
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287711
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688764
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151389
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689261
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28187
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82953
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.10772
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07766
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04991
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02445
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00124
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98026
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9615
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94493
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93054
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91831
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90824
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9003
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8945
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89083
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88929
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88986
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89256
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655522
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933545
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230544
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551731
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904439
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27832
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67837
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147971
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.68543
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27801
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7612
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.06622
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03611
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00831
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98278
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9595
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93844
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91959
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90293
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88844
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87611
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.86592
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85786
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85193
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84811
ñ(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84642
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84684
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84937
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651099
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92869
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222729
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543189
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895019
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269061
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668159
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144504
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681559
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27414
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69473
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03897
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02871
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00092
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97541
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95215
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93111
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91227
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89562
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88114
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.86881
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85863
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85058
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84465
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84084
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83915
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83957
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8421
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646599
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922488
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214921
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534624
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885584
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259874
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662417
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.141035
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.677616
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27036
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63014
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96993
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04703
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.01903
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99331
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.96985
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94861
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92958
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91275
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89808
í(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88558
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87522
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.867
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8609
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85693
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85508
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85534
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85772
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642078
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915342
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207108
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526035
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876189
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250804
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659277
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13754
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67366
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25377
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56735
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9029
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.09389
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.06577
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03994
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.01637
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99504
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97593
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95902
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94429
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93173
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.92132
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91306
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90694
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90295
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90108
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90134
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90373
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.637501
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908193
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199263
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517497
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866765
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.241851
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656132
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.133985
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669683
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19652
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50634
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83778
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.18426
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.15569
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.12942
ô(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.10545
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08373
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.06425
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04699
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03193
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.01905
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00835
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99981
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99343
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98919
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9871
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98715
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98935
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632866
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901065
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191465
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508979
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857402
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232972
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652918
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130387
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665683
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14304
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46087
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80141
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16718
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28572
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.25878
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.23414
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.21179
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.19171
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.17388
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.15827
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.14488
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.13369
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.12468
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11786
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11321
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11073
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11042
(428.24, 15.02, 245.61) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11227
