¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(424.11, 14.92, 246.36) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.321876
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57626
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16119
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81882
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.43143
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.40547
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385435
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635497
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907375
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20392
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528617
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885579
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273483
Æ(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699554
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17379
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704711
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30299
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00031
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57603
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16694
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83136
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.18716
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 14.15169
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383528
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633435
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905115
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201459
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525904
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882586
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274979
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.701233
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.175667
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.706823
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30538
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98488
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58104
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17908
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84488
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.94031
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.90561
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381626
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631379
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902882
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199017
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523234
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879637
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.273186
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70299
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177635
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709017
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30786
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99041
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59279
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19211
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85943
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.70455
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.67059
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379777
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629354
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90068
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196602
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520602
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876737
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269974
¿(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704844
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179689
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.711326
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31046
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00678
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60945
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20603
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87494
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.47924
(423.75, 14.83, 246.37) (404.16, 6.96, 233.74) (2.01, 1.13, 1.81) Tools 13.44596
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377924
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627366
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898503
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194246
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517988
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873866
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266807
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702803
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181826
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.713729
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32048
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02329
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6416
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22083
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89145
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16702
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84604
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.376118
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62538
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896357
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191882
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515424
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871047
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263669
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699322
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184051
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716521
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33501
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03991
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67481
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24322
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90897
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85837
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06833
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21185
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374332
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623446
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894244
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189593
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.512896
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.868249
¶(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260583
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695875
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181501
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.729392
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34963
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05664
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70907
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.281
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92751
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72705
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75306
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40222
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94709
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372559
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621534
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892156
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18731
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510383
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865494
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257551
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.692503
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177714
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.742363
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36434
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0735
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7444
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31998
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95754
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66966
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39644
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84478
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82447
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372883
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619642
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89011
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185052
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507934
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862793
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254548
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689155
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173979
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737311
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37917
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09044
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7808
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36014
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00207
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85075
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07817
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51615
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25681
¶(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374079
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619178
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888076
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182848
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505513
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.860123
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.251591
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685867
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170296
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728252
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39407
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10751
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8183
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40151
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04797
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02971
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01139
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.19199
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48567
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90132
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375348
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620538
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886756
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180673
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503115
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857484
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248685
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682652
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166684
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719112
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3877
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12468
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85688
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44411
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09201
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.926
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9456
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87768
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30544
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6692
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37664
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621954
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888292
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178525
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500758
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.854901
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245807
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679459
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163125
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709927
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37714
¸(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14194
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89657
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48796
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13406
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85296
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88085
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.70649
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.12947
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30932
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377983
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623405
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889861
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18013
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49845
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852361
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243007
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676324
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159627
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701962
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36653
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1329
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93739
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52757
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17747
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90135
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82968
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65805
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95762
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.85462
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379362
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624904
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891491
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181903
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499402
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84986
(423.75, 14.83, 246.37) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240219
