¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(432.58, 14.49, 325.66) (440.48, 7.42, 297.18) (1.33, 0.85, 1.24) Fence 13.47608
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.45613
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.463461
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471318
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.479711
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.488648
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.498138
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.508192
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.518821
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.530034
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.541846
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.554269
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.514456
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.505565
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.497223
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.489418
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.482145
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.475396
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.469163
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.463441
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.458223
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.453505
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.449849
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.447459
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.44555
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.444119
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.443167
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442691
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442692
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.443926
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.446937
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454271
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.46253
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471328
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.480675
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.49058
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.501054
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.512108
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.523755
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.536007
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.496495
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.487643
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.479484
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.473125
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.467277
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.461936
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.457097
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.452753
Ÿ (432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448901
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.445538
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442659
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.440262
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.438345
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.436905
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435942
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435454
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435441
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.436258
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.439239
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442704
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.446657
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454715
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.463925
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.473688
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.484015
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.494917
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.506406
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.518495
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.487069
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.479672
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.472799
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.466443
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.460599
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.455259
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.45042
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.446076
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442222
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.438854
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435971
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.433568
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.431644
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.430195
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.429222
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.428723
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.428698
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.429146
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.432052
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435488
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.43941
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.443822
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448728
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.457495
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.467682
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.47844
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.489778
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.501712
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.48134
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.473477
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.466609
 (432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.460257
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454416
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.449078
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.444238
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.439893
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.436037
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.432667
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.429779
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.427371
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.425439
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.423984
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.423002
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422492
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422455
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422891
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.425371
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.428779
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.432673
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.437054
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.441928
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.4473
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.453175
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.462655
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.473851
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.485637
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.479747
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471495
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.463776
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.456583
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.449907
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.443743
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.438546
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.4342
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.430342
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.426969
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.424077
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.421664
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.419726
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.418263
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.417273
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.416754
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.416707
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.417131
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.419188
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422571
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.426437
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.430791
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.435636
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.440977
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.44682
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454705
¡ (432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.463426
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.472693
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.478621
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.470371
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.462654
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.455462
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448788
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442625
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.436967
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.431808
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.427143
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422967
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.419277
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.416441
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.414499
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.413029
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.412031
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.411504
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.411447
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.41186
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.413496
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.416856
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.420699
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.425027
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.430653
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.437782
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.445431
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.453609
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.462322
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471582
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.477961
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.469712
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.461995
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454804
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448131
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.441969
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.436311
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.431153
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.426488
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422313
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.418622
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.415413
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.412682
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.410427
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.408645
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.407335
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.40667
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.407074
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.408291
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.411722
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.417329
 (432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.423436
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.430049
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.437174
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.444819
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.452992
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.461701
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.470956
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.484286
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.476058
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.468364
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.461196
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454547
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.44841
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.442778
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.437646
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.433009
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.428863
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.426178
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.424017
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422332
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.42112
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.420381
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.420114
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.420319
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.420996
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.422146
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.42377
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.425869
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.428446
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.431556
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.438551
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.446066
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.454107
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.462682
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471802
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.50177
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.494633
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.488022
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.481927
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.476344
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.471267
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.466691
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.46261
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.459022
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.455922
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.453308
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.451177
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.449526
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448355
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.447661
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.447446
¢ (432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.447707
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.448446
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.449663
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.451359
(432.76, 14.57, 323.68) (441.37, 8.86, 305.33) (7.63, 3.00, 7.50) Truck 2.453536
