¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(423.01, 14.84, 245.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.29056
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74212
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968652
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268997
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59798
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95974
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359406
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.803118
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.298511
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804165
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26233
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76758
·(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32641
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92331
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35563
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79069
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58396
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30407
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47281
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19662
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76277
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19828
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.6561
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96546
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.265505
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594127
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.955544
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354736
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797924
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292692
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775359
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23062
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73261
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20339
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54914
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92503
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32874
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76328
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41928
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65182
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.27602
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68779
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12018
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58088
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96219
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.261934
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590238
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951227
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349962
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.792614
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286733
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747044
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19954
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56444
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93132
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18832
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5247
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9003
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30368
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5376
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87661
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22804
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66166
¸(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11771
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5979
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958869
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258283
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586205
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946777
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34504
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787127
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.280588
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683441
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.986237
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31061
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65893
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99038
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17601
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5019
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87737
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28063
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08986
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24646
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68084
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13777
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88104
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955431
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254508
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582088
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.94222
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339997
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781534
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.249251
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471892
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760637
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06953
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40073
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75661
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97954
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16649
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48097
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85651
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25992
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26832
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70366
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16157
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951907
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250679
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577843
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93758
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334852
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.748947
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188022
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328259
¸(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545824
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840333
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15566
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49396
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79143
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97149
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15986
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46209
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8379
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2417
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73015
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38692
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948281
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.246768
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573534
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932812
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301962
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694424
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127645
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252475
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36171
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622181
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922808
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24483
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59056
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7848
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96633
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15629
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44547
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82183
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76026
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72037
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944612
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242726
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569116
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900326
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25309
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.640605
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068139
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179235
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286462
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414371
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701271
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00822
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33725
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60597
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78105
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96421
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15588
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43137
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80851
»(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04407
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.940831
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.238621
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538325
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856264
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204844
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.587489
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007168
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.108403
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213743
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32338
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490367
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783259
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09685
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4333
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60355
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78028
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96518
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15878
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42001
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79818
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936992
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.234396
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516069
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812761
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157174
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535085
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940529
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039973
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143474
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.251215
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363356
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.569209
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868413
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18896
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43338
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60412
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78263
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96943
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16508
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41156
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79101
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933078
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.230124
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494363
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769795
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110141
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483395
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876087
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.973874
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075628
¹(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.181532
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291759
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406526
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651096
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.956971
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27021
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43524
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60775
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78821
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97707
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17491
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40625
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929075
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22575
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473163
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727376
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.063726
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432414
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813827
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.91002
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010094
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114234
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22261
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.335468
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453012
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736362
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04915
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27325
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44013
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61461
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79715
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98824
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18846
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40433
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.924983
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221316
(423.23, 14.82, 245.39) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452518
