¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(329.89, 7.28, 367.03) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 5.801635
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39867
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.452
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29285
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37709
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24805
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498075
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770368
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.067893
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394312
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7539
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151939
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592544
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068393
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602024
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20452
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91243
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74242
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71177
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85848
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30538
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31398
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13628
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.20263
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234331
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483192
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75413
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050136
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374777
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732331
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127982
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566659
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.039475
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5695
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16766
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86848
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69143
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6519
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78721
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21304
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17614
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98081
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.74737
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220697
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468387
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737996
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032454
‚(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355327
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710888
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1042
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540984
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010803
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.537268
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13118
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82491
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64093
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59259
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71667
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12161
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03956
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82651
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.42796
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207114
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453625
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721899
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014868
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336007
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.689558
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080582
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515216
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.982362
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505342
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09503
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78173
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59085
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53387
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64686
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03107
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92533
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67336
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52192
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.193631
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438953
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.705918
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997369
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31678
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66836
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.057055
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489027
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.954222
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473703
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05923
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7389
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54122
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47576
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57781
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94147
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81292
ˆ(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52143
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34706
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180155
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424366
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689988
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.979948
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297722
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647314
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033726
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463033
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.926309
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442363
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02382
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69643
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49206
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41817
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50953
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85278
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68142
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37073
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17324
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166795
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409827
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.674186
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962682
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278736
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626406
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01055
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437245
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898667
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411365
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988762
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65434
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44336
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36119
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44197
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76506
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53557
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22134
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00048
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153487
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395415
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658475
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945506
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259868
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.605596
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.987547
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411592
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.871313
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.38063
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954083
ˆ(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61265
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39515
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30481
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37513
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6782
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39116
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07317
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82881
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.140278
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381063
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642845
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928405
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.241139
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584932
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964673
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386147
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844169
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.350233
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.919726
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57131
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34738
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24901
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30905
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59233
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24815
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92633
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65829
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127135
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366794
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627318
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.911434
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222508
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564458
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.941974
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360898
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.817338
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.320125
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885797
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53035
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30007
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19377
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24374
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50737
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.14057
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78086
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47074
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114079
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352627
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.611886
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89461
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204025
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544107
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919465
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335828
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790773
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.290349
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.85218
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48979
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25324
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13911
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17918
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42337
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03644
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64512
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26656
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.1011
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338525
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596564
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877834
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185644
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523865
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897101
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311008
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764496
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.260909
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818944
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45074
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20691
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08509
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11536
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34071
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90727
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50372
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04955
(330.00, 7.29, 366.08) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.66021
(330.00, 7.29, 366.08) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.65844
(330.00, 7.29, 366.08) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 12.66077
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088195
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.324539
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581318
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861213
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167448
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503807
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874935
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286343
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.738454
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.231741
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786109
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4134
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16102
(330.00, 7.29, 366.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03162
(330.00, 7.29, 366.08) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.79238
¸(330.00, 7.29, 366.08) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.76565
(330.00, 7.29, 366.08) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 12.74151
