¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(342.58, 7.27, 372.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 9.530413
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.932518
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.685061
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43987
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12044
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89846
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7598
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74866
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9068
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28147
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93929
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97732
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54273
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598097
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772506
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.959341
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217611
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186639
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341445
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913705
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695075
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43866
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11911
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89688
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75669
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74502
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9025
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27633
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93304
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96959
…(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.53284
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.580382
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.753545
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939045
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177774
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176088
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910722
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.703938
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43736
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11758
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89515
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75353
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74131
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89816
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27114
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92673
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96169
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52281
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562952
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734962
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.919113
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136872
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.161675
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.307359
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917223
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.7117
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43592
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11597
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8933
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75032
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73757
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89375
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26589
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9203
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95374
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51265
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.545844
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.716692
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.899561
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095777
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143448
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289696
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922828
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718374
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43439
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11421
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89128
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74704
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7338
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88927
‚(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26054
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9138
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94568
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50237
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.530066
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698774
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.880378
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.075217
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121457
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271686
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927451
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.723847
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43275
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11235
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88914
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74375
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72997
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88478
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25514
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90726
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93754
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49199
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546119
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708431
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88168
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.064251
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.095791
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256226
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931103
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728201
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43098
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11033
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88684
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74042
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72609
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8802
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24966
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9006
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92929
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48146
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.56259
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725908
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900333
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0609
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081437
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258511
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933821
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731462
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42913
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10822
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8844
…(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73702
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72215
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87556
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24411
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89388
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92093
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47081
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.579363
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743783
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913108
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.058034
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093888
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24549
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.931308
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733524
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42714
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10596
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8818
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73364
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71818
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87089
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23855
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88709
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9125
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.46006
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596482
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.762062
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.910837
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.055646
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102726
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217488
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898309
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.704196
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42223
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10198
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87909
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7302
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71416
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8662
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23289
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88022
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90395
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.44919
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613984
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772177
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909009
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053734
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107966
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188806
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864551
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663939
‚(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41411
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09273
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87523
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72669
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71012
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86138
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22718
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87329
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89535
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.43822
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631792
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.770875
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.907659
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.052271
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109553
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159492
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830113
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624659
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40586
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08332
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87229
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72317
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70602
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85658
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22143
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.86624
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88661
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42712
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640527
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76999
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906723
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051312
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107522
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12962
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794982
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.611574
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3975
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07383
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86904
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71962
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7019
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85168
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2156
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8592
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87784
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41595
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640107
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.76955
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90626
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.050798
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101871
ƒ(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099146
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.759164
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.59646
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38908
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06425
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86555
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71603
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69772
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84677
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20972
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85203
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86898
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40463
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.640104
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769523
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90624
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.05076
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.092603
(341.92, 7.36, 372.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068115
