¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(333.01, 7.41, 370.53) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 7.514063
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.126824
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.482021
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.876096
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.323575
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829209
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402202
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05451
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80625
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68856
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62028
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95638
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 14.98089
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.03821
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.24549
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.31328
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67622
±(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0288
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.796068
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116882
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47101
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.86384
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.311441
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8155
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.386599
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03526
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78487
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66347
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70061
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91777
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.2517
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.27182
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.48619
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.05869
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3924
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76185
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.786872
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106746
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.459789
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.852266
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298999
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801446
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370049
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01559
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76297
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63778
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.67006
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87826
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.53551
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.51738
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.73719
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.24427
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.11929
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.47881
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85514
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777499
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096418
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.448357
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840898
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286247
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.787049
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.352535
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.995508
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74057
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6115
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63883
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83791
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.83319
Ë(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.81511
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 15.99906
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.43579
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89045
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.20653
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57288
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767956
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085904
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43672
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.829263
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273198
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.772313
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334661
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.97502
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71767
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58466
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60693
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79668
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.14565
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.12763
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.27243
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.63347
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74767
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01755
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.30139
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67494
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.758246
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075209
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424882
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.81736
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.259851
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.757126
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.316438
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954137
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69429
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55726
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57439
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75468
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22734
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.45597
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.55797
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.83756
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61031
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8764
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15357
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44244
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78538
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.748372
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064334
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41285
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805198
©(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246216
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.740787
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.297872
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932869
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67044
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52931
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54122
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75077
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17347
(332.51, 7.28, 370.02) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 16.80125
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48933
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94997
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.437
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74067
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01405
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29891
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59587
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738337
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053284
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.400626
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792779
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232295
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724147
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.278975
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.911461
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64613
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50084
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50743
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71005
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12589
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01537
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32337
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71693
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.19206
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61021
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87995
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16098
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45395
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.728145
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.042061
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388214
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78011
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.218098
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707218
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259752
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890073
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62137
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47186
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47306
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66864
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07775
¼(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.94763
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32619
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57191
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95593
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.4464
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75119
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02858
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.38551
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37769
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717801
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030673
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.376225
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767197
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203156
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690006
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240214
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.868302
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59617
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44238
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43811
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.62656
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02912
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87893
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33217
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57806
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83418
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20698
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62758
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9015
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39903
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.38356
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.707305
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019122
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364413
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754044
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.187633
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.672519
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.220366
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846153
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57056
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41241
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4026
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58384
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99251
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80926
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34136
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58747
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84385
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11102
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47093
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80069
©(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4161
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39212
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.696665
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007411
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352389
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740654
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.171868
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65476
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.200218
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823643
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54452
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38198
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36655
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.54048
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93582
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73869
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.35373
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60017
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85692
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12444
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40328
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82016
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.43675
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40344
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.685881
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.995545
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.340156
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727036
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.155867
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.636742
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179778
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800779
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5181
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35109
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32998
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.49653
(332.51, 7.28, 370.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8787
