¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
İ(334.60, 7.64, 372.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.588234
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 20.29368
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629674
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.874408
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.142639
¾(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.438753
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.766349
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.130533
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.538938
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998868
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520331
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.111183
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77958
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55603
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46883
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.11937
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.0157
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.99845
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.02931
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.14823
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.45015
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 20.83689
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.2197
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.00451
(333.56, 7.52, 371.65) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 21.6889
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.622218
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.866249
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133802
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.429092
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755636
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526217
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984496
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.503969
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.089883
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754968
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52728
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43498
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.2343
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.11194
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.09461
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.11445
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.23521
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.51508
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.05982
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614703
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.858028
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.124973
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419349
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744832
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107557
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.513378
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.969995
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487464
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.068498
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.730268
Ë(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49844
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40124
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.35424
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.21211
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.19471
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.20295
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.32564
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.58246
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.29047
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.60713
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849742
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116073
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.409529
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734227
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096015
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.500431
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955374
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.470827
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047039
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.705492
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46952
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36898
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47609
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.31636
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.29888
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.29491
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.41963
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.65235
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.52913
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.599502
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8414
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.107105
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399636
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723786
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084375
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487379
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.940637
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454063
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025511
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.680643
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44054
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33837
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43915
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.42483
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.40726
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.39215
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.51729
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.72481
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 21.78154
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59182
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83301
§(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.09807
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389818
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71326
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072643
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474223
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925788
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.43608
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.003919
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655731
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41178
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30758
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40202
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.54921
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.52002
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.50485
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.61874
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.79989
(333.56, 7.52, 371.65) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 22.12398
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.584087
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824724
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.088971
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380248
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702652
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.060822
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460971
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.910832
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.417136
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982269
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.630761
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38297
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27662
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36469
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.6873
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.63733
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.62209
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.72412
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.87766
(333.56, 7.52, 371.65) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 19.91591
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.576305
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.81638
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079827
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.370603
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.691963
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.048913
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447623
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.895772
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.398137
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960565
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.605739
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3541
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24551
Å(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3272
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.83137
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.75934
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.74403
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.83355
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.97277
(333.56, 7.52, 371.65) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.25328
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568476
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.807981
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071016
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.360888
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681198
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03692
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434186
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.880613
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.379092
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.938819
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580789
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32519
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.21424
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28954
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.98167
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.88625
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.87088
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.94718
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.08906
(333.56, 7.52, 371.65) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 20.60472
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560603
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.79953
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.062145
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.351107
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.67036
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024849
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420661
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.865363
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360005
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.917028
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.555927
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29624
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18283
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25174
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.13851
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.01826
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.00282
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.06516
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.20983
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.44501
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.552684
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.791278
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053213
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.341258
£(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65945
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012701
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.407053
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85002
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.340884
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.895204
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531032
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26725
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15129
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21381
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.30221
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.15558
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.14007
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.18764
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.33524
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78198
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.544862
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783088
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.044221
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331347
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.648473
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.000478
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.393367
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834594
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321728
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.87335
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.506104
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23825
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11964
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17575
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45295
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.29842
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.28285
(333.56, 7.52, 371.65) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 13.31481
(333.56, 7.52, 371.65) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 17.20888
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.48257
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88166
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537077
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.774843
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.035175
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.321375
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.637432
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988186
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.379604
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819085
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302543
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85162
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.481153
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20923
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08787
(333.56, 7.52, 371.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13757
