¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(332.19, 7.37, 365.97) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 10.54802
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.456807
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.522006
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.032489
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.135751
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.244384
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.300243
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.340251
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.440162
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.602359
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.053638
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.351574
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.60128
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.763255
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.851364
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.943063
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.942657
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.929015
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.910786
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.762859
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.621822
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.214715
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.30746
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.39619
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.70899
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.39489
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.457079
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.52229
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.043286
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.147045
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.256209
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.338081
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.378715
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.466339
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.629963
ã(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.094584
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.415591
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.669923
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.872747
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.963631
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.058228
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.0757
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.061821
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.049555
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.906006
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.759919
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.130511
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.32579
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.38458
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45076
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79689
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.395463
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.457678
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.522914
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.054616
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.158898
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.268623
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.3774
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.418689
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.493417
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.658528
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.137694
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.171604
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.740626
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.986699
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.080518
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.17818
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.214908
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.200781
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.188298
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.056306
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.055445
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.168846
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.34631
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.37612
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39953
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93406
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.396349
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.458601
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.523877
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.066488
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.171319
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.281631
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.418236
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.460211
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.521415
ç(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.688066
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.183014
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.092556
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.813453
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.098381
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.202259
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.303166
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.360655
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.34627
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.333555
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.214234
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.977641
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.269953
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.36903
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.37078
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40779
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.397547
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.459849
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.525179
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.078903
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.18431
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.295239
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.460633
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.503327
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.550344
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.718598
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.897102
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.219175
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.03911
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.981416
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.329124
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.433469
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.513361
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 8.498703
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.918387
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.966708
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.067182
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.375094
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.39397
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.36858
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57794
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.399058
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.461424
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.526822
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.091866
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.197877
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.309453
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.504632
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.548077
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.5934
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.750138
é(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.930448
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.278713
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.209091
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.031301
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.944014
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.929297
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.915988
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.904075
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 6.986212
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.086002
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.190108
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.484471
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.42116
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.36951
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75521
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.400883
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.463326
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.528806
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.111696
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.212028
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.324279
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.55028
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.594511
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.640647
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.782707
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.96489
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.324286
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.38939
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.203144
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.078535
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.063527
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.049951
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.037798
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.107287
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.210754
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.318725
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.598309
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.45062
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.37357
(332.57, 7.44, 364.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93984
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.403022
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.465555
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.531132
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.134318
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.226766
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.339724
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.458759
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.642678
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.689663
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.816322
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.000451
ê(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.371893
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.580906
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.385468
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.219807
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.204489
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.190636
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.178231
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.233911
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.341292
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.453387
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.716838
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.48238
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.38076
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.405475
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.468112
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.533798
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.157949
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.2421
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.355794
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.475622
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.692629
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.740505
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.851004
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.03715
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.421587
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.784647
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.579194
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.38571
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.352659
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.33851
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.325841
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.366429
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.477989
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.594483
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.840319
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.51646
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.39109
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.408244
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.470999
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.53681
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.182612
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.258036
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.372499
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.493152
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.744422
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.793229
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.886776
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 7.075014
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.477116
(332.57, 7.44, 364.32) (346.41, 0.49, 344.89) (2.46, 1.16, 6.63) Tools 9.543561
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.785359
ë(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.581802
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.508546
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.494089
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.481142
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.505219
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.621242
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.742439
(332.57, 7.44, 364.32) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 7.969025
(332.57, 7.44, 364.32) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 12.55289
(332.57, 7.44, 364.32) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 16.40457
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.41133
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.474215
(332.57, 7.44, 364.32) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 3.540166
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.208328
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.274581
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.389845
(332.57, 7.44, 364.32) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 5.511358
(332.57, 7.44, 364.32) (344.12, 0.49, 344.89) (3.45, 1.16, 6.51) Tools 6.798111
