¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(399.26, 14.28, 244.36) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 15.07708
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.737685
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264084
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819798
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40965
ï(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.71243
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.68503
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.65984
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.63683
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.616
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.5973
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.58073
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.56626
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.55389
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.28
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.28546
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.29313
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.30301
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.31512
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.32947
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.34607
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956806
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.201703
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468917
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76154
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0803
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429408
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81634
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246895
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71249
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.235658
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82456
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41241
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.64509
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.61787
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.59284
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.56999
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.54929
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.53071
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.51425
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.49989
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.4876
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.63276
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.63882
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.64715
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.65777
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.67069
(399.35, 14.29, 244.35) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 11.68592
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 11.90226
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94875
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192885
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459265
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749621
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064759
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412225
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797229
ù(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224556
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687455
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207425
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.795706
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41879
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.58065
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.5536
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.52873
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.50602
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.48545
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.46699
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.45064
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.43637
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.42416
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.08603
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.08805
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.09242
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.09915
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.10825
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.11973
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.1336
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940642
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184075
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449674
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.735539
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.049244
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395082
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778223
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202368
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662611
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.179461
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.763918
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47404
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.51902
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.49213
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.46741
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.44484
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.4244
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.40606
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.3898
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.514827
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.36349
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.34985
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.35213
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.35682
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.36393
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.37347
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.38543
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.39983
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.932589
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175297
ÿ(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.436985
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721498
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03381
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378037
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759272
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180329
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637959
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151674
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.890937
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.827878
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.767406
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.709441
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.653916
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.600758
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.549907
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.501298
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.454884
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.410601
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.30552
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.62794
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.63052
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.63557
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.64309
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.65308
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.66557
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.68055
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.924461
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165011
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424209
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70752
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018398
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.361035
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.740423
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158442
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613477
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.484951
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.460336
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.437502
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.416428
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.397091
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.379475
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.363559
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.349327
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.336765
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.325863
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.316609
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.25018
(399.35, 14.29, 244.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 12.57736
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.92433
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.92976
(399.35, 14.29, 244.35) (376.55, 8.79, 250.54) (1.53, 1.29, 1.51) Tools 12.93772
û(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.47956
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.50144
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 13.52603
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916268
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153328
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411452
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.693583
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003088
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344126
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721614
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13672
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589195
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.502007
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.477345
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.454469
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.433355
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.413983
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.396333
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.380387
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.366129
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.353546
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.342625
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.333354
(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.19742
(399.35, 14.29, 244.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 12.45431
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.00296
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.01832
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.03646
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.05738
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.08112
(399.35, 14.29, 244.35) (375.04, 8.79, 250.41) (1.40, 1.29, 1.37) Tools 14.10769
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.905586
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.141697
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398792
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679717
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987812
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327266
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70292
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115195
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56509
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.520793
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.49608
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.473156
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.451999
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.432588
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.414902
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.398922
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.384637
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.372028
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.361086
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.351797
ğ(399.35, 14.29, 244.35) (377.95, 7.54, 251.89) (1.36, 1.29, 1.33) Tools 10.17233
(399.35, 14.29, 244.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 12.33335
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.894942
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130116
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.386152
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665894
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.972621
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310516
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.68433
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093791
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541202
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.541327
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.516558
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.493582
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.472378
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.452922
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.435197
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.419184
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.404865
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.39223
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.381265
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.371958
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.585007
(399.35, 14.29, 244.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 12.21446
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884318
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118598
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.373597
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652115
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.957518
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293803
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665819
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072609
(399.35, 14.29, 244.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520389
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.56363
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.5388
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.515767
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.494511
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.475008
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.457241
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.441189
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.426837
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.414172
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.403181
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 8.393853
(399.35, 14.29, 244.35) (379.57, 7.54, 253.11) (1.81, 1.29, 1.80) Tools 9.512965
(399.35, 14.29, 244.35) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 12.09761
