¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(336.06, 7.45, 349.63) (334.89, 1.32, 330.26) (0.81, 2.16, 0.81) Human 4.449566
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9999
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.446411
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947562
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.513124
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83324
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59724
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4526
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50232
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53094
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68728
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93906
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55365
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07535
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.04328
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.09127
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59537
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.624639
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919975
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.245693
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605143
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.002321
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449121
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.950024
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516219
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16242
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60588
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4626
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49426
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54119
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70119
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99793
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59963
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.15793
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.19147
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.7987
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7491
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62583
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921587
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.247467
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607106
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.004541
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451604
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.951614
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519021
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16517
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61431
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47231
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48617
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53562
˜(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71502
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05845
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.65793
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.242
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24141
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86895
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86297
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626902
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923054
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249083
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.608344
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.006557
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.453861
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.953363
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521532
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16758
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91254
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48176
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47799
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52613
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72878
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.126
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71719
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31771
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.29201
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.9425
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97975
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627851
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.92438
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250546
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609421
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.008373
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455894
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.955318
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52375
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16965
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91493
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49094
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4698
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51659
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74249
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.99914
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.77744
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.38698
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.34327
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01952
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.62868
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.925562
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.251846
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.610335
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.009984
‹(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.457699
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957015
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525673
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17138
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91654
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49136
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46155
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50701
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7318
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84672
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84261
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.4574
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.40611
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09989
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.629556
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926599
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.25299
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611085
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.011392
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459274
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95845
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527304
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17278
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9161
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74441
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45324
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49733
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7204
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67834
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86326
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.5308
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.50956
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.18379
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630372
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927494
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.253975
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.611673
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0126
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460625
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959627
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52864
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17383
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91445
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74249
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44493
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48764
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70899
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50721
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86365
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.60621
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.59798
ı(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.27123
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631055
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928243
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254803
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.6121
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.013599
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46082
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.960542
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529678
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17454
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9125
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74029
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66794
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47792
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69752
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.29839
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86352
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68529
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.68788
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32564
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.631606
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928849
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255057
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612656
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014393
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460806
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961197
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529259
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17491
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91026
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73681
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66199
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69217
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68601
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.2126
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.86091
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.77925
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.77929
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.32616
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632025
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929308
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255148
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613186
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014983
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46059
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961591
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.528562
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17494
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90773
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73212
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.65584
÷(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68288
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83378
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19951
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8457
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79265
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.8722
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45627
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632313
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929624
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255087
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613532
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015368
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460163
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961724
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.527599
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17463
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9049
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72719
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64951
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67355
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82279
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18638
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8301
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79434
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.96664
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.61484
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632468
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929793
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254881
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613695
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.01555
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459539
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961597
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526378
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17398
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90178
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72202
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.64298
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6642
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81176
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.17321
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.81408
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79614
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88472
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77784
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.632488
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929818
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.254526
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613672
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.015523
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.458707
ö(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961209
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524894
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17299
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89837
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.71662
(336.10, 7.48, 349.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.63627
