¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(435.77, 13.89, 293.10) (443.03, 8.20, 276.69) (0.81, 2.16, 0.81) Human 2.494246
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251122
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546826
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88522
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271376
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747839
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.295473
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918391
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67839
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59789
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86718
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.78254
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.75175
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.72395
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.69911
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.67721
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65823
Ï(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.64215
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.62896
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61864
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61175
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61232
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61055
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61164
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.61558
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277861
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493513
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72585
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.976795
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248709
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.55763
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910192
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298942
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752363
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.300655
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924253
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69303
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6152
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07983
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.68334
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.65275
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.62514
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.60047
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.57873
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.55988
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.54391
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.53081
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.52056
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.51314
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50857
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50682
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50791
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.51182
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276258
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491767
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723948
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974778
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257448
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580571
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.935433
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326801
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.760611
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305762
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930106
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70748
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5998
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2982
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.58263
Ô(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.55225
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.52483
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.50034
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.47874
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.46002
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.44417
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.43116
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.42097
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.41362
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.40908
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.40734
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.40842
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.41231
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274789
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490173
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722232
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981472
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278627
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603787
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960945
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355051
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.791992
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310865
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.935932
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72169
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5807
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46005
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.48609
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.45592
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.42868
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.40435
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3829
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36431
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.34856
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33564
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.32553
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31822
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31371
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31199
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31306
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.31693
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273467
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48877
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726898
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001103
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.300067
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.627217
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98678
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383598
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823721
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315926
‰ (435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944814
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71047
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56153
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5435
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.39361
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.36364
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.33657
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.3124
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.29109
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.27262
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.25697
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.24413
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.23409
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22683
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22235
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22065
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22171
(435.98, 13.89, 293.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.22556
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.572271
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.559775
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.547891
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.536613
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.525925
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.515814
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.506274
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.497288
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.488853
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.480957
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.473591
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.46675
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.460426
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.454612
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.449301
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.444493
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.440176
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.436348
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.433008
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.431301
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.433131
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.438593
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.447906
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.461477
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.479991
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.504621
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.53749
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.583208
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.560444
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.547951
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.536075
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.524799
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.514111
¡ (436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.503998
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.494455
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.485464
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.477022
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.469116
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.461741
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.454885
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.448546
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.442714
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.437385
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.432553
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.428213
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.42436
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.420992
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.419324
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.421065
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.426289
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.435192
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.448127
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.465695
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.488888
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.519437
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.560819
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.552498
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.539999
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.528114
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.516828
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.50613
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.496008
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.486447
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.477445
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.468987
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.461065
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.453671
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.446798
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.440437
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.434585
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.429231
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.424374
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.420009
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.416129
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.412732
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.411091
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.412777
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.417848
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.426482
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.439013
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.455982
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.478279
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.507428
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.546345
 (436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.548161
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.535638
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.52373
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.512421
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.501701
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.491554
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.481972
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.472945
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.464461
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.456516
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.449096
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.442195
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.435809
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.429927
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.424548
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.419662
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.415267
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.411357
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.407931
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.406308
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.407961
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.412943
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.421431
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.433737
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.450373
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.472184
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.500578
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.538208
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.547284
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.534728
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.52278
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.511436
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.500678
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.490497
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.480878
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.471818
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.463299
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.455317
(436.30, 13.89, 292.87) (443.06, 8.20, 276.85) (0.81, 2.16, 0.81) Human 2.447862
