¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(335.61, 7.15, 321.67) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 12.14964
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44601
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33287
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28206
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43169
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64844
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.092
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85513
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05648
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4839
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.10604
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43294
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702068
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029433
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41429
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84532
‡(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.324423
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874095
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60303
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48664
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38299
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32677
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45732
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6668
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11428
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88259
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07284
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.54196
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.20055
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.455659
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.726831
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055374
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443294
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873731
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356378
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.909372
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636271
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52644
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43307
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38568
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47544
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68474
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13599
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90939
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08449
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59499
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30333
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474137
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751726
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081235
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470164
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901812
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388154
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.944189
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676986
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56538
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48309
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44455
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49008
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70223
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15715
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9355
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09542
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62437
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.80464
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491212
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776132
„(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.106794
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495042
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.929781
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419806
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.978476
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717279
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60341
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53296
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47703
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50438
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71925
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17775
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96098
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.13036
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65861
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508251
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794802
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.128907
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519732
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.957563
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.451275
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012248
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.757001
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64051
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58271
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48885
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51826
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73577
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19778
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98573
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.1676
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.79643
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525287
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815179
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150844
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544291
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98517
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482544
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047868
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.796123
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68484
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6171
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5003
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53177
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75184
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21724
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00979
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20439
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.935
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542852
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836651
…(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.172627
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568638
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012581
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513626
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083361
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834564
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73081
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62664
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51146
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54485
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76745
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23614
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03311
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24066
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07426
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562422
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85813
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194259
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592826
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039798
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544476
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118644
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.872398
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77598
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63593
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5222
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55752
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78253
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25439
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05574
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26502
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09087
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581962
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87956
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215683
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.616804
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066796
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575108
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15366
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909487
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77725
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64491
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53262
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56974
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79708
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27211
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07759
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27984
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0697
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.601459
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901017
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236913
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640558
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09359
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605487
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188453
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94589
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77216
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65355
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54269
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58156
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8112
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28919
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09875
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29418
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04639
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620935
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922396
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25793
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664125
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.120141
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635616
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222948
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.980581
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76638
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66191
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55235
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59293
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8248
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30565
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11912
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30802
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04727
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.6404
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.943784
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278747
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687454
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146421
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.665509
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257153
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975013
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75989
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6699
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56167
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60389
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83786
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3215
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13873
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31638
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07608
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659799
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965101
…(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301188
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7105
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.17247
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.695103
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.291066
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.968821
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75266
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67274
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57063
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61442
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8504
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33672
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15755
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31914
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17052
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679152
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986383
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324708
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733367
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198221
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.724384
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.322462
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962787
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74471
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66335
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57918
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62448
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86241
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35128
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17561
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32465
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26373
(335.23, 6.77, 321.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698456
