¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ!(383.04, 10.98, 322.17) (358.18, 3.66, 326.64) (0.81, 2.16, 0.81) Human 9.840712
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.049767
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.173655
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.306214
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.448355
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.601144
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.765756
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.943573
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.13625
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345606
º(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573892
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.823756
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094769
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323173
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570738
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839852
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133409
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.454766
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789911
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.356364
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387587
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65124
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88357
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60576
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93506
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20343
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48587
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78342
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.922945
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.038222
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.161304
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.293015
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.434244
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.585997
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.749424
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.925951
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.117132
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324855
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.551288
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798994
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.071079
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304982
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.551057
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818492
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110137
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429333
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780115
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293696
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.29954
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73275
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98525
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68245
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15578
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43353
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72595
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00129
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.912341
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.026931
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.14928
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.280138
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.42045
»(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.571158
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.733467
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.908725
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.098499
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304595
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529202
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774815
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044522
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287556
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532176
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.798016
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087829
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404971
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753368
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232488
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213809
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8168
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06918
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76231
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38677
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67445
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97759
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18537
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.901968
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.015883
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.137492
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.267549
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.406968
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.556694
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.717906
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.891915
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.080316
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284835
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50766
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.751287
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.018673
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270874
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514133
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778438
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066477
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381614
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727768
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167053
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130363
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90341
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14345
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84539
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62863
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92696
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17384
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37732
µ(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.891808
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.005105
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.125991
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.255262
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.393754
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.542529
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.702684
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.875486
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.062537
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.265557
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486626
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728285
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99344
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254938
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.49689
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759711
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046121
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359365
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73654
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.196033
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.049133
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54039
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22061
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93183
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73386
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16792
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3684
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5945
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.881896
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.99455
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.114746
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.243263
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.380898
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.528732
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.687793
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.859472
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.045169
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246729
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466175
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705917
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96885
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239714
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480457
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741869
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026697
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364683
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771742
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236051
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.970035
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14778
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3008
²(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02172
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83527
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41043
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64257
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88526
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.87222
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.984228
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.10375
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.231519
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.368359
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.515254
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.673321
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.843842
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.028277
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.228396
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44618
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684122
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94494
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225216
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464776
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72488
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028908
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.397378
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808212
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277449
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89304
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04926
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38407
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11509
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1022
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6918
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93838
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19098
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.862749
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.974193
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.09301
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.220044
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.356082
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.502114
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.659177
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.828567
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.011797
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21052
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426748
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.662856
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921632
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.20647
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449882
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724247
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.059377
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.431166
·(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845908
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320232
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894871
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953523
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47047
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31846
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36083
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87089
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24951
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5127
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.853528
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.964338
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.08255
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.208887
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.344127
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.489272
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.645389
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.813728
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995755
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.193102
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.407775
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642153
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.898949
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.18151
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44662
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752747
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090843
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466101
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884942
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364473
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945514
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860569
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62139
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58956
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53466
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05739
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57698
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8516
(382.83, 10.98, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 3.844529
