¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(415.27, 14.33, 246.98) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 7.871139
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46924
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92682
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77468
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79494
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.42316
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.2902
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.61137
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 22.65751
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.27663
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882532
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170836
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485933
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831538
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212315
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.633808
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102697
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.627491
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21859
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.38197
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.52725
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44029
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8954
Û(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65576
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67656
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49285
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.24241
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.48906
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.24039
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.22731
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.41931
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.40334
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39098
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38221
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37704
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37544
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.37744
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.38301
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879242
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167282
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482015
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827255
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207557
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62851
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096836
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.620888
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21114
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.3405
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.48448
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.63463
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86525
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77906
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55981
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4016
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.99584
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.37758
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.19089
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.17787
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.37158
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.32853
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.31622
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30749
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30234
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30075
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30273
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.30829
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875902
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163652
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478052
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82287
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.202746
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623147
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090867
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614191
Ô(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20355
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.30083
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.44358
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.67487
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9642
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.967
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46043
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31124
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49542
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.87032
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.52628
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.51283
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.50147
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872547
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.15994
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474009
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818451
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.197882
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617728
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084783
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.607391
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19586
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.36942
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.65179
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36285
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07624
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16027
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3844
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22172
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15192
(412.72, 14.16, 246.93) (386.21, 7.73, 244.74) (0.93, 1.64, 0.82) Tools 10.86302
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.09864
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.0771
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.05895
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04415
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04292
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.09954
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.04787
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.05303
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869115
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156213
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469929
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813972
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192889
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612226
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078679
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600466
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18807
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54298
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92385
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46394
É(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21631
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35908
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30847
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13307
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47194
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99173
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11595
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99574
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.003
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.01379
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.0281
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39925
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39407
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.09239
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.121
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15324
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865642
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152441
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465749
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8094
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187877
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.606647
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072416
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593487
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17092
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52283
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91253
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56715
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38671
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48788
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23262
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08029
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46011
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09087
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.09286
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.39617
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.3766
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.36066
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34832
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.33957
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.16935
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21165
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.33478
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.34107
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862105
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1486
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461557
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804772
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182765
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.600996
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066131
Ë(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586412
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.153
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50361
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00605
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67259
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56164
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4362
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15689
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12394
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41673
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.51588
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34139
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.87849
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.85736
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.84013
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.82679
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.28382
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48274
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81216
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.81816
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858552
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144695
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457305
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80009
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.177614
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595264
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059724
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579253
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13595
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49856
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10145
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78026
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74118
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38607
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08131
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16679
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.35045
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46686
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.76917
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.35599
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.33328
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.31477
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.30044
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23196
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.93857
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.28472
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.83968
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854939
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.140779
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452988
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795383
Í(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.172397
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589435
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053272
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571983
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11975
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58527
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19878
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89023
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77083
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33747
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00592
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.20885
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18619
(412.72, 14.16, 246.93) (376.61, 7.54, 244.82) (1.36, 1.29, 1.33) Tools 19.53264
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.84025
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.81904
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.80116
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.78658
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.7753
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.79461
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.78988
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.7611
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.76291
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 16.76799
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851296
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136798
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448641
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.790566
(412.72, 14.16, 246.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167088
