¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ğ(332.70, 7.46, 363.77) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.595
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09705
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50418
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95668
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33544
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.72781
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13981
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82054
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.319075
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564739
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.541495
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.512341
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.484704
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.493091
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.5452
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.59945
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.655914
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.793157
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.995311
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08613
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78233
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53626
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75184
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3147
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66001
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0265
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97769
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37956
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.97964
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29238
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68303
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09323
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78935
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317865
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56205
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.630848
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.601302
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.573294
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.561674
ª(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.615169
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.670855
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.728811
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.839713
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.044842
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09596
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79995
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35333
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56217
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78079
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55056
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91095
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86296
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38366
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98438
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.28246
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64223
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05076
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.76233
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316721
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56074
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.724003
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.694049
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.665654
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.638786
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.68768
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.744875
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.804394
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.88759
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.095802
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09397
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81805
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17749
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37998
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59186
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81364
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79932
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1759
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48252
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99275
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29109
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.60537
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01242
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73936
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315642
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559514
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.82116
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.79078
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.761981
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.734732
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.762836
¬(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.821616
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.882778
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.946415
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.148226
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.374407
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82036
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00838
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20487
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41035
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62539
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69156
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06201
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58533
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00472
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30343
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61528
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9781
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74114
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.314548
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558342
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825302
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.891706
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.862488
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.834841
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.84075
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.901193
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.964083
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.029514
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.202154
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.431982
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66309
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84568
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03647
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23592
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44456
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66298
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95212
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69217
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02032
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31953
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.6319
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95814
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81278
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313506
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55721
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822427
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.997063
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.967404
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.939344
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.921536
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 6.983729
¬(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.048437
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.115755
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.257627
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.491236
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52203
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68911
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87447
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06823
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27083
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4828
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70477
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75222
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.03954
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33935
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65232
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05574
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88894
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312495
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556114
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820677
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.107092
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.076976
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.048482
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.02158
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.069352
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.135971
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.205276
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.314683
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.552217
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41364
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56429
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71861
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90693
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10378
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30974
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52525
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77443
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.06239
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.36293
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78457
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22884
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96967
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311536
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555055
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819532
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112019
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.191473
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.162528
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.135198
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.158201
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.226833
¤(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.298232
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.37337
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.614973
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27623
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47805
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61067
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75174
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94318
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14338
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3528
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57211
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08894
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52735
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.0175
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40886
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05512
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.310589
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55406
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818457
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108968
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.311181
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.281762
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.253987
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.250422
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.321175
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.394779
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.471348
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.679555
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14361
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39117
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52542
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66122
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80265
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9834
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18708
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40028
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62355
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76522
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.19778
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59601
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.14531
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309696
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553083
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817352
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105904
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42882
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.406503
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.378262
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.351665
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.419163
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.495093
š(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.574084
(333.08, 7.48, 362.64) (342.11, 0.49, 344.89) (2.32, 1.16, 6.64) Tools 7.746022
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01553
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25703
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44329
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57702
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71621
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86111
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02775
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23516
(333.08, 7.48, 362.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4523
