¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(397.03, 13.82, 246.95) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 7.580027
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.171143
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.578157
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012941
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.463093
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962624
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51994
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13251
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84027
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65438
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5529
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59509
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82647
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38777
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.27583
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.77637
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511374
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695439
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.893376
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106781
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337569
ù(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587771
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.4708
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.43669
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.411746
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.390722
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.372192
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.355504
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.340303
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.326358
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.313509
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.301644
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.290677
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.282735
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.2824
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.289849
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.30673
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.339139
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63883
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.09172
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.51206
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.76381
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.440276
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.420098
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.401112
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.383208
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.366299
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.350329
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.335231
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.320965
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.307479
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.294744
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.28272
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.271386
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.260708
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.250671
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.241251
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.232425
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.224184
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.218838
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.21854
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.223274
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.233474
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.250239
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.276101
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.318363
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2577
(396.97, 13.75, 246.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.29939
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.365432
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.34885
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.333049
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.318003
¢ (396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.303678
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.290051
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.277097
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.264794
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.253122
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.242067
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.231603
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.221723
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.212407
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.203644
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.195421
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.187724
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.180578
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.176242
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.175949
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.179683
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.187666
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.200436
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.219038
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.245562
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.285084
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.361177
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.317801
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.302635
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.288157
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.274352
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.26119
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.248663
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.236742
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.225419
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.214675
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.204495
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.194868
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.185779
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.177219
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.169173
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.161634
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.154593
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.148124
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.144333
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.144037
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.147221
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.154034
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.164822
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.180205
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.201316
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.230307
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.272251
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.348749
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.282738
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.268417
› (396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.254748
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.241703
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.229271
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.217433
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.206175
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.19548
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.185341
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.175738
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.166662
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.158104
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.150048
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.142492
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.135421
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.12883
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.122832
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.11938
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.119082
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.121916
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.127999
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.137581
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.151109
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.169338
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.193578
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.226383
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.274038
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.371445
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.255613
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.241885
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.228778
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.216273
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.204359
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.193018
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.182236
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.172
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.162298
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.153116
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.144446
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.136279
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.128601
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.121406
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.114687
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.108436
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.102785
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.099563
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.099256
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.101852
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.10744
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.11622
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.128544
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.144982
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.166468
— (396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.194683
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.233022
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.291123
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.234246
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.220961
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.208285
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.196194
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.184676
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.173717
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.1633
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.153418
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.144056
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.135205
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.12685
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.118988
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.111608
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.1047
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.098257
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.092271
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.08689
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.08383
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.08352
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.085946
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.091182
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.099404
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.110899
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.126133
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.145849
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.171296
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.204794
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.251643
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.217415
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.204488
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.19215
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.18039
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.169188
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.158534
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.148413
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.138814
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.12973
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.121144
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.113051
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.105438
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.098299
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.091627
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.085412
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.079649
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.074475
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.071533
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.071217
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.07352
Ÿ (396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.078509
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.086331
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.097244
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.111647
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.130165
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.153818
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.184388
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.225551
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.204366
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.191734
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.179677
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.168186
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.157247
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.146847
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.136971
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.127611
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.118756
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.110393
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.102516
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.095114
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.088179
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.081704
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.075685
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.070109
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.065107
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.062244
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.061927
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.064141
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.068955
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.076496
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.086998
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.100827
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.118528
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.140989
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.1697
(396.97, 13.75, 246.89) (385.84, 7.98, 261.61) (0.81, 2.16, 0.81) Human 2.207538
