¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(331.57, 7.41, 368.64) (332.23, 1.41, 344.97) (0.81, 2.16, 0.81) Human 8.146701
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575369
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851439
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154896
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48511
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.739307
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.709644
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.681699
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.655442
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.630847
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.607887
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.586541
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.566785
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.548599
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.531964
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.516866
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.503289
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.491215
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.480639
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.471548
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.46393
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.457782
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.453094
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.449864
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.448089
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.447765
(331.88, 7.43, 367.35) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.389929
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.85802
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.326329
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576885
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850922
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154326
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479117
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816383
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.795706
Ú(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.767455
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.740909
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.716044
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.692834
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.671253
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.651281
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.632897
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.616082
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.600819
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.587093
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.574892
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.564201
(331.88, 7.43, 367.35) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 7.555013
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.547315
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.541102
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.536366
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.533107
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.531316
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.530993
(331.88, 7.43, 367.35) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 7.472514
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.64586
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327718
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578376
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851124
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153708
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473232
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809912
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.885263
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.856692
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.829848
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.804703
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.78123
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.759408
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.739211
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.72062
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.703617
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.688184
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.674305
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.661969
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.65116
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.64187
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.634089
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.62781
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.623024
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.61973
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.617924
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.617603
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.558417
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.89587
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329116
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579891
Ô(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852755
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153121
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467447
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804771
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.978477
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.949574
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.922417
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.89698
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.873238
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.85116
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.83073
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.811924
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.794726
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.779116
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.765079
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.752601
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.74167
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.732275
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.724407
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.718058
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.713221
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.709894
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.708072
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.707751
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.647869
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 21.32302
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.330514
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581409
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.854416
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152495
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465577
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807796
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.075511
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.046261
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.018781
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.99304
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.969012
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.946673
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.926
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.906972
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.889569
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.873775
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.859571
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.846947
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.835889
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.826385
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.818427
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.812006
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.807117
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.803753
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.801914
Ğ(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.801596
(331.88, 7.43, 367.35) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 7.740989
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.73212
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331913
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582977
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856108
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153685
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468442
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81091
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.176545
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.146935
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.119116
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.09306
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.068738
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.046125
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.025199
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.974666
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.95712
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.941196
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.926877
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.914151
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.903004
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.893424
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.885403
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.909829
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.904883
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.901485
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 7.899628
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.899311
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.837951
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 21.75965
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.333394
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584492
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857785
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153954
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471337
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814102
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1915
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.251791
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.22362
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.197234
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.172606
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.149707
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.128517
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.095017
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.077211
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.061053
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.046526
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.033612
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.022304
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.012585
Ğ(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.00445
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.011717
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.006714
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.003277
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.001401
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.001087
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 7.938942
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 22.00425
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334815
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586074
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859495
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154292
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472178
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81736
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.195127
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.361028
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.332491
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.305763
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.280814
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.25762
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.236157
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.184308
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.184185
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.167818
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.153104
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.140026
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.128573
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.118732
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.110495
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.117867
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.112804
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.109327
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.107433
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.10712
(331.88, 7.43, 367.35) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.044159
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336235
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587653
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861197
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154634
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472559
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820748
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198837
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.474869
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.445951
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.418865
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.393584
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.370082
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.348333
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.295785
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.295667
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.279084
Ğ(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.264176
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.250927
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.239325
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.229356
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.221013
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.228491
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.223367
(331.88, 7.43, 367.35) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 8.219849
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.217936
(331.88, 7.43, 367.35) (328.93, 1.25, 347.22) (1.46, 2.50, 0.44) Cabin 8.217626
(331.88, 7.43, 367.35) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 8.153811
(331.88, 7.43, 367.35) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 20.56849
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337701
(331.88, 7.43, 367.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589211
