¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(339.12, 7.55, 372.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 8.205148
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.06216
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.04056
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.02196
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.00633
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.99364
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.9839
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.97709
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.9732
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.97223
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.97418
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 14.92392
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346583
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.513619
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.69254
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884639
¯(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190554
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.554295
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025691
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596076
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268995
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05484
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82738
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70743
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75901
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68001
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76053
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02933
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.22394
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.19912
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.17734
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.15857
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.1428
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.13
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.12018
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.11331
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.10939
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.10842
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.11039
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.05967
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.331681
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497687
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.675481
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883355
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209825
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57599
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038857
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611541
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287386
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.064151
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856766
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74239
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74271
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66105
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73814
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99421
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.36666
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.34161
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.31963
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.3007
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.28478
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.27187
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.26195
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.25502
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.25107
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.2501
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.25209
­(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.20091
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317061
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482049
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658733
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900467
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228954
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597528
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.051513
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626329
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305031
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072668
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.885845
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77706
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72658
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64228
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71594
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95958
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.51514
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.48985
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.46767
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.44855
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.43249
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.41946
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.40945
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.40246
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.39847
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.39749
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.39952
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.34784
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30271
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.466718
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.642308
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917485
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247992
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619003
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063586
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640534
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32192
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080419
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914598
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81135
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71059
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62363
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69399
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92536
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.6696
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.64407
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.62166
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.60236
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.58614
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.57299
­(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.56289
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.55583
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.55181
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.55083
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.55287
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.55795
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.288623
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451684
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.636372
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934361
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266907
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640303
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075104
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654079
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337891
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08741
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94306
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84528
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69477
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60522
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67223
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89157
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.83027
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.80449
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.78186
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.76237
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.74599
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.73271
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.72251
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.71538
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.71133
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.71034
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.71241
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.71755
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.274853
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436981
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.651439
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951123
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28571
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661497
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086569
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666953
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343117
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.093645
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.971182
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87884
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67912
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58697
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65001
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85828
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.99743
´(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.97138
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.94852
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.92883
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.91228
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.89886
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.88857
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.88137
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.87728
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.87629
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.87838
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 15.88358
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261332
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.42252
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666385
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.967779
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304348
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.682537
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1105
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.679137
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347701
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099126
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99896
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88193
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66361
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56891
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62231
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82542
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.17135
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.14502
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.12192
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.10202
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.08529
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.07174
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.06133
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05407
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.04994
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.04894
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05107
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.05633
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.248073
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408374
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.681193
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.984276
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.322871
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703453
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134248
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.690639
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351605
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103794
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00702
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86862
²(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64827
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55106
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59502
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79301
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22602
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.32569
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.30234
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.28222
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.26532
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.25162
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.2411
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.23376
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.22959
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.22858
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.23074
(338.44, 7.55, 372.74) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 16.23607
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235089
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421578
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.695892
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000682
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341226
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724152
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157821
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701464
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354872
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.10767
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01173
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85544
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63309
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53336
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5681
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76106
(338.44, 7.55, 372.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18753
