¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(333.77, 7.08, 381.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133134
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7991
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.849964
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.823937
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.799777
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.777454
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.756947
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.800241
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.959897
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.615787
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.51119
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.45115
(333.30, 7.19, 380.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.49652
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81692
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.22783
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.69666
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581514
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851309
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145569
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467814
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821412
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193638
¿(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604861
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061395
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766839
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74677
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.950603
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.924273
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.89983
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.877245
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.856496
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.875725
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.038305
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.600815
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.49282
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.29934
(333.30, 7.19, 380.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 23.79101
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.24419
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.61062
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.04144
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52741
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585584
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855744
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150415
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.473139
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826277
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199017
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61082
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.068008
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679892
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6955
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.055346
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.0287
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.003963
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.981105
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.960104
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 8.953932
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.119568
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.58614
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.32789
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.1534
(333.30, 7.19, 380.79) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 24.09655
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.02528
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.41358
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.86311
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.36523
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589641
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860163
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155255
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478432
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831203
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204448
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616781
Å(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.074675
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613686
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64526
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.164379
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.137403
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.112359
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.089217
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.067957
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.048556
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.203788
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.05221
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.4149
(333.30, 7.19, 380.79) (347.86, 0.49, 351.69) (6.42, 1.16, 3.77) Tools 20.01904
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.84303
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.96145
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.85872
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.47594
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81646
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.22527
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.69241
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.20975
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.181233
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.864563
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.16007
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483676
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836117
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209852
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622839
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081395
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622635
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59607
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08508
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.250586
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.22522
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.201782
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.180249
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.160598
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.291072
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.994359
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.43993
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.14972
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.01188
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.20965
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 23.11407
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.25398
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.6171
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.0452
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52892
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.06062
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184798
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868887
½(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164803
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488924
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841087
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21534
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.628894
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088134
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.631525
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54786
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03219
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.56158
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.52851
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.49768
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.530025
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.785026
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.762285
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.979939
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.54999
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.07792
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.31213
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.13678
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.73077
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.04234
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.42666
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.87289
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.37224
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.917519
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.18834
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44215
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169542
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494092
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846074
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220852
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63497
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.095792
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640348
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50062
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.04788
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.923063
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.892015
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.873103
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.663085
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.63876
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.616425
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.965828
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.68822
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.00801
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.58395
(333.30, 7.19, 380.79) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 22.39028
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.5054
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.8404
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.24463
»(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.70793
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.22204
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.780145
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191862
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.445985
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174251
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499272
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851127
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.226402
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641139
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.103591
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.649151
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.09641
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.902115
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.866963
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.839543
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.817252
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.649891
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.629203
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.610474
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.952028
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.83226
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.08954
(333.30, 7.19, 380.79) (348.93, 1.47, 346.78) (1.16, 1.16, 6.53) Tools 22.22472
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.01149
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.29062
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.64758
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.07054
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.54993
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.07797
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.648221
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19536
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.449795
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17893
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504406
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856183
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.231965
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.647318
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111358
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6579
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.06438
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.02052
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.978972
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.950377
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.930507
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.783662
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.762677
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.743677
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.938539
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.98242
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.2432
¶(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.56683
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.78231
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.08579
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.46338
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.90395
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.39852
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.939727
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.521482
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.198833
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.453578
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731528
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509517
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861291
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.23757
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653513
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.119057
(333.30, 7.19, 380.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666582
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.20367
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.15042
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.10466
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.07172
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 10.05127
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.92316
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.901862
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.882579
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 9.925358
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.10919
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.76466
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 13.32138
(333.30, 7.19, 380.79) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.56401
