¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ê(406.28, 14.92, 311.53) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.73151
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710611
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030422
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217039
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414188
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622784
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843748
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078143
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327146
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.592167
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897703
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28993
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94795
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69832
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61164
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78859
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28703
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2836
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.6504
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.08083
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282146
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522341
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779945
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.060163
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.366041
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7012
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.056356
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244269
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442882
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.653017
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875639
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111866
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362855
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.630013
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.914865
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32559
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98841
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74462
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65827
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84443
£(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.32555
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07137
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.69901
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97516
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278708
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.515769
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772796
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052388
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357528
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691829
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059624
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272603
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472709
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684418
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908788
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.146906
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399966
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669372
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967531
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36937
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03005
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79223
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7062
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9019
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39226
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.86804
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.73585
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.92712
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272686
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.509264
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.765714
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044709
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349121
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682611
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049486
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301951
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503601
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.717019
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943197
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183252
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.438507
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718268
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02684
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41474
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07874
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84134
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75549
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96103
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46091
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67304
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77459
¢(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.88158
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266748
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502827
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758747
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.037092
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.340806
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673515
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.039407
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33244
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535686
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.750818
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97891
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221006
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4838
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775669
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08806
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46124
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13155
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89605
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80616
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02182
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53148
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51837
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.81523
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80691
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262548
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.496475
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751889
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029563
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.332598
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664506
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029528
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363966
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.568873
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785832
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015882
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.26292
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.539393
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83491
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15133
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50902
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18572
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95804
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85822
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08428
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60407
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.37256
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.85779
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.78081
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259716
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.493217
£(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.746137
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022177
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.324512
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65562
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019729
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396585
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60328
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822126
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.05451
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316855
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596801
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896034
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21666
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56083
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24132
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02175
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91165
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14854
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67867
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.39413
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.92473
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.7643
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490235
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.742921
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017523
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.316893
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646859
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010063
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411234
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638828
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859626
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106873
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372451
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655958
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.959161
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28407
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63304
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29839
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08716
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97245
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21452
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7456
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.47312
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.01257
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.75008
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254319
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487356
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739789
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014101
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313197
ª(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640433
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000556
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400698
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675629
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908468
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16082
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429794
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716992
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02424
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35362
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70757
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35695
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14775
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04045
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28229
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80769
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55448
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10325
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250691
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484549
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736753
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010805
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.309574
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.636487
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.995634
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391989
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.720745
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960831
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.216393
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488874
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779882
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09134
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42544
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78456
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.417
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20836
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11043
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35187
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68871
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63577
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18793
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246802
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481818
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73381
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007562
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.306028
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.632625
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.991423
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387304
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753015
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002851
¤(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269241
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549715
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844749
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16061
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49952
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86399
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4786
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27062
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18239
(405.48, 14.90, 311.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42333
