¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(434.31, 14.97, 326.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637028
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78318
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08523
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.763034
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.931405
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.11315
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.309877
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.522917
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189309
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.46018
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754851
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072034
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.421986
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809943
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242396
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721869
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257832
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.854759
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53617
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3067
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17648
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19303
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30626
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62537
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21613
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46171
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78682
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08939
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.77952
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.949168
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.132339
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.33067
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.963894
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.213879
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487099
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785014
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105196
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458605
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.850663
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287896
¤(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778536
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.316153
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921021
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61208
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39445
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27849
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30231
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43279
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77659
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27808
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45073
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78536
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.796209
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.967155
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15178
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351739
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986765
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238828
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514369
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81562
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138912
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495891
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892108
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.334229
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832281
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375683
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.988717
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68974
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48433
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38309
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41271
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56297
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93245
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29669
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49908
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77174
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.813106
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.985371
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.17147
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776706
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.009965
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26413
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542059
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846769
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173178
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533817
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934265
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381408
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891008
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440673
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05785
®(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76913
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57639
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48609
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52608
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69691
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09305
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31766
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55063
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80043
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.830206
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.00381
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.581885
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798309
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033469
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289784
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570162
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878118
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207989
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57235
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97716
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430687
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.950798
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509434
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13052
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85033
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67078
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58524
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64256
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8347
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12749
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34104
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60539
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15582
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84751
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.40069
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602071
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820245
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.057313
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.315773
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598636
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.909454
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.243387
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611547
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.020798
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484571
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.011756
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.579699
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21045
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93332
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76739
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68689
º(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76225
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97652
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27014
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.36684
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66347
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.231817
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419605
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622532
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.842399
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081429
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342139
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627522
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941241
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279329
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651367
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066009
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539446
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.073818
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.651443
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2922
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02638
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85753
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7911
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88521
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12327
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44463
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47858
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75561
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.251044
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.438863
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.643238
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.864878
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105886
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368843
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656833
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973484
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315847
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691889
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115643
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595314
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137093
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724708
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37577
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12256
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95495
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89797
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01159
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28994
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6252
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68293
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25449
¹(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271317
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460711
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665394
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887637
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.130641
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395901
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686531
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.006224
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352948
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.733307
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166173
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.652168
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201529
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.799608
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46123
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21723
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05924
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01135
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14141
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46167
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81208
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89469
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72664
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.291823
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.482836
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.689358
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913178
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156569
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423337
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716606
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039387
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390675
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.779233
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.217543
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710032
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267178
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876042
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54863
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30893
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16612
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13609
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2722
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63865
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00557
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1973
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21189
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.3126
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505267
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713588
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939467
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185243
¶(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453544
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747526
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073041
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428927
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825914
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2698
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768921
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.334057
(434.15, 14.88, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954186
