¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(418.20, 13.41, 327.22) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.953854
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04882
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5433
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98264
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91555
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581121
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24945
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59866
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59513
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86173
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14251
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4385
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18207
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.106
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.613529
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17927
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52327
¼(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49164
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75339
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02892
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31928
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95128
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.22702
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.642167
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11036
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44933
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81395
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64805
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91854
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20354
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50403
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34551
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666929
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04273
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37672
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73586
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53606
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81135
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0911
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38602
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46135
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669338
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976341
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30555
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65934
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34515
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68427
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98192
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27147
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57693
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.608418
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.911175
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23566
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58429
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09188
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48902
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83796
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16029
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46018
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.560619
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847197
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16713
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51069
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88046
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28494
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63825
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99749
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34687
İ(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00975
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513702
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794699
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09991
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43853
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80284
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01875
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4457
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7932
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16325
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54229
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.69832
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.66971
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64577
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.62648
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.61182
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.60178
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59634
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.5955
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.59927
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.61352
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.62651
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.64412
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.276098
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.302237
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.329545
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36778
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72674
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76431
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20963
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5963
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95421
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3357
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90294
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.47219
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44813
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42867
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41381
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.40353
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.39782
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.39667
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.40008
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.41389
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.42645
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.44359
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.218315
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.243462
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.276502
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.334041
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65221
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52093
ç(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94666
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40648
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75286
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12174
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51534
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.28234
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25816
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.23856
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.22351
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.21301
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.20704
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.20559
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.20867
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.22206
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.2342
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.25089
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.162672
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.186881
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.226229
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.282181
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.340493
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.401284
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69542
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13583
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55881
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91575
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29624
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06005
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07562
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.05588
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04066
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02994
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02373
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.022
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.02476
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.03776
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.04951
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.06578
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.109072
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.132393
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.177624
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.232064
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.28879
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.347916
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.42276
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87634
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33221
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71739
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08546
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59786
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25836
ñ(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88039
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86501
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8541
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84764
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84566
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.84812
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.86073
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.87212
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.88799
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.057425
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.079906
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.130624
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.183622
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.238835
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.296374
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.377875
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.488663
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06415
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52624
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88256
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26246
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28171
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71187
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69633
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.68523
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67857
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67633
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.67851
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69077
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.7018
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.71728
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.007646
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.035594
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.085166
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.136787
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.190557
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.246582
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.334298
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.442695
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80825
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25945
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68721
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05491
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7574
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25197
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53441
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52314
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51627
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.51379
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.5157
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52762
÷(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.53832
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.55344
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.57297
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.959654
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.992877
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.041193
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.091499
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.143891
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.198472
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.291986
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.398089
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.510472
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99522
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46269
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85513
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41171
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50085
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.37904
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36761
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.36055
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.35785
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3595
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.3711
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.38148
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.39625
(418.39, 13.47, 326.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.74533
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.913373
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.951534
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 3.998647
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.047698
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.098775
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.152632
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.250899
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.354797
(418.39, 13.47, 326.92) (415.54, 8.50, 306.61) (3.22, 2.30, 3.03) Tools 4.464795
