¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(379.45, 15.00, 271.67) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.873703
ò(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437862
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611876
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795822
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.014744
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516494
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136151
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545449
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06908
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14376
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96983
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.61769
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.82253
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.71011
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.08314
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.61661
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60384
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59373
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59001
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58895
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59083
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59707
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60596
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60519
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.347119
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515837
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693911
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882318
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.203876
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731276
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.372278
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.778392
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43417
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.85102
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.80748
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.52981
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58849
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54477
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.92598
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60084
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58806
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58006
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57633
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57526
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57683
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58216
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59103
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58681
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423314
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.595978
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778386
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.97134
ù(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.401649
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.95652
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5034
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12081
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.66132
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60659
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56732
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.53781
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.75712
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.51964
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.51561
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58772
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57542
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56904
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.5653
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56421
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56577
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56997
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57876
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.69673
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501689
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.678425
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.865327
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095509
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608671
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193267
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824896
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48764
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.69972
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.64313
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60026
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57472
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55651
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.39928
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.48195
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57724
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56705
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56066
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55691
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55582
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55736
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56155
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56915
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.10603
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.582233
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763286
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.954774
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286118
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.825483
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368229
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16847
÷(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49748
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.74996
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.69051
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.64618
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.62163
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60652
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.39449
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.47884
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57401
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56265
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55394
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.574
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55004
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55158
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55576
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56259
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665065
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85059
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046852
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.485399
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052941
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867037
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53649
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54845
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.81601
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.75549
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.71135
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.68419
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.66875
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.39251
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.4797
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.5711
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55973
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.55102
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54495
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54141
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54052
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54226
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.54665
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.437501
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.940407
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169748
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693871
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.215752
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2111
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69806
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59902
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.89474
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.83596
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.7924
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.76246
ã(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.73891
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56694
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.61451
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59119
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57058
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.31578
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.29857
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.28439
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.27321
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.26502
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447101
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720728
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361263
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912002
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309044
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5794
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74161
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6492
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63885
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69837
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90523
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57382
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.56735
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.39692
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.61798
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.59465
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.57405
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.80506
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.78955
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.71219
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.27712
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.26892
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.39575
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.3935
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.48903
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456829
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731236
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.028235
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069795
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404628
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96042
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78484
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69895
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70976
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77538
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00183
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21542
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.43445
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.67358
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.62411
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.60077
½(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.58016
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.19996
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.1829
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.46668
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741878
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.039768
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160409
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.502519
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99807
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82757
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7483
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78067
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85283
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09851
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40925
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.44368
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.68238
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.15268
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.25296
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.22985
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.93626
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.50884
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.69362
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.476655
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752658
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057247
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253115
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602781
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03511
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87002
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79714
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85158
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93069
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19526
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.66254
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.45573
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 13.69386
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.23811
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.26577
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 15.24264
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.5
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.5133
(379.47, 15.22, 273.18) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 14.53179
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.486753
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.763568
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127036
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.833645
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31498
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07161
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91192
(379.47, 15.22, 273.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84556
