¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(327.06, 7.07, 327.96) (345.27, 2.06, 309.64) (0.81, 2.16, 0.81) Human 10.0338
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308902
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.439712
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578223
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688458
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800816
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918826
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.042954
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155197
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.262273
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37438
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491898
„(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615129
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744476
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.881021
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.03055
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188175
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35449
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.530179
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716012
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.912823
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105048
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.247981
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630733
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047035
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507509
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74666
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54496
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.304853
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.435433
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573691
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691185
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.803652
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921802
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046082
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.150075
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.256924
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36883
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486122
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609115
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73821
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873783
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022002
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.179217
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345069
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520308
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705612
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901866
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078248
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216429
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.491633
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899359
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344469
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74702
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49871
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30114
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.43152
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.569539
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.694491
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807068
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925419
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043698
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.145674
†(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252398
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.364115
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.481218
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604011
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.732881
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868257
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014473
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171337
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336812
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511611
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696489
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892279
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053064
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190375
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357796
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753205
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.188631
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.665874
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45658
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.297801
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427993
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.565818
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698379
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811117
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929604
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040252
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142111
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248666
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360256
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.477196
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599814
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728498
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863664
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164533
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.329678
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504151
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688612
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883978
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029457
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165895
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308744
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612494
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034731
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501021
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4186
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20294
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.294782
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424829
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.562471
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702801
†(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.815747
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934464
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037558
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139318
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245742
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357216
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.474016
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596538
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7251
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860125
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002516
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158783
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323675
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497803
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681963
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.876997
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00741
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.143086
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28509
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477715
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.886467
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338602
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839347
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16623
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.292157
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.422009
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559527
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.705338
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.820979
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938382
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.035581
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137267
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243635
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.355017
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471741
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594137
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722596
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857531
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999371
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154106
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318801
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.492685
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676572
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.857848
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986904
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.121858
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263124
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411022
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744588
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182029
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.667501
„(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.12932
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289823
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.41957
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.556943
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702599
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826813
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937225
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034369
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135976
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242309
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353673
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470318
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592683
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721074
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855951
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99771
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150511
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315014
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488717
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672416
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839449
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.967875
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102206
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.242762
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38993
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608767
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.032373
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501738
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.08651
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28786
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.417515
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.554754
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700277
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833283
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936742
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033916
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.135494
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241826
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353135
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469779
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592124
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7205
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855291
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997077
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147982
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312355
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485922
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.669498
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.822555
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950391
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084074
‡(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224005
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370486
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.523973
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889202
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343455
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.04806
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.286234
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.415777
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552964
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698397
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840307
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937012
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.034171
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.13578
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.242111
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353449
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470091
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.592439
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.720817
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.855654
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997434
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146596
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310784
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48429
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667768
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807063
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934398
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.067517
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.206835
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352707
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505518
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752208
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192227
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.680822
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.284998
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.414456
(327.29, 7.14, 327.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55154
